event_name,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,source_sheet,parse_status,missing_fields,scraped_at,parser_version,company_legal,company_inn,company_ogrn,company_okved,company_okved_description,director_name,director_role,revenue_mln,revenue_year,net_profit_mln,net_profit_year,requisites_source,requisites_confidence,requisites_comment,target,telegram_payload
ИнтерАвтоМеханика 2026,ЗОЛОТОЙ ЛОТОС,ЗОЛОТОЙ ЛОТОС,,Россия,,,8-524,Зал 8,,,,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153924-zolotoj-lotos-ooo,153924-zolotoj-lotos-ooo,,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" ЗОЛОТОЙ ЛОТОС """,9701193558,1227700002947,68.10.23,Покупка и продажа собственного нежилого недвижимого имущества,Пенков Алексей Иванович,Генеральный директор,,2023,0.0,2023,БО ФНС,high,,нет,interautomechanica2026_deal_153924
ИнтерАвтоМеханика 2026,КАМАЗ центр АвтоАльянс,КАМАЗ центр АвтоАльянс,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления",Россия,,,7-310,Зал 7,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления",,,https://www.kamazopt.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#158859-kamaz,158859-kamaz,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ПК""КАМАЗ""",8904027280,1128904002810,,,,,,,,,ЕГРЮЛ ФНС,high,,нет,interautomechanica2026_deal_158859
ИнтерАвтоМеханика 2026,Карвиль,Карвиль,,Россия,,,8-370,Зал 8,,,,http://www.carville.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154245-karvil,154245-karvil,,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" ЭРЛАЙН """,0541029310,1020502523580,61.10,Деятельность в области связи на базе проводных технологий,Аюбов Гусейн Эхадович,Директор,95.698,2025,0.272,2025,БО ФНС,high,,нет,interautomechanica2026_deal_154245
ИнтерАвтоМеханика 2026,ККМ,ККМ,"Смазочные материалы, технические жидкости и автохимия",Россия,,,7-231,Зал 7,"Смазочные материалы, технические жидкости и автохимия",,,http://tosolnn.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153930-kkm,153930-kkm,"Смазочные материалы, технические жидкости и автохимия",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ГК "" ДРУЖБА """,2205004200,1032201690564,52.21.24,Эксплуатация автомобильных стоянок и гаражей,Михайлов Михаил Николаевич,Председатель,,2022,,,БО ФНС,high,,нет,interautomechanica2026_deal_153930
ИнтерАвтоМеханика 2026,Компания АвтоДилер,Компания АвтоДилер,,Россия,,,8-450,Зал 8,,"«АвтоДилер» создает профессиональный софт для автобизнеса и входит в число лидеров отрасли с базой свыше 10 000 клиентов. Ключевое решение — «АвтоДилер Онлайн» — позволяет полностью контролировать автосервис в едином окне: расчет стоимости ремонта, CRM-сделки, чаты с клиентами, планирование загрузки СТО, склад и расчет зарплат. Все процессы оцифрованы, чтобы вы могли управлять бизнесом из любой точки.",,https://autodealer.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#158730-kompaniya-avtodiler,158730-kompaniya-avtodiler,"«АвтоДилер» создает профессиональный софт для автобизнеса и входит в число лидеров отрасли с базой свыше 10 000 клиентов. Ключевое решение — «АвтоДилер Онлайн» — позволяет полностью контролировать автосервис в едином окне: расчет стоимости ремонта, CRM-сделки, чаты с клиентами, планирование загрузки СТО, склад и расчет зарплат. Все процессы оцифрованы, чтобы вы могли управлять бизнесом из любой точки.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО ""КОМПАНИЯ АВТОДИЛЕР""",6662127289,1026605420687,62.01,Разработка компьютерного программного обеспечения,Изгагин Сергей Викторович,Директор,273.658,2025,65.4,2025,БО ФНС,high,,нет,interautomechanica2026_deal_158730
ИнтерАвтоМеханика 2026,КОСТРОМСКОЕ ПРЕДПРИЯТИЕ АВТОФИЛЬТР ООО,КОСТРОМСКОЕ ПРЕДПРИЯТИЕ АВТОФИЛЬТР ООО,Запчасти и компоненты,Россия,,,8-230,Зал 8,Запчасти и компоненты,,,http://afilter.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153933-kostromskoe-predpriyatie-avtofiltr-ooo,153933-kostromskoe-predpriyatie-avtofiltr-ooo,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО ""КОСТРОМСКОЕ ПРЕДПРИЯТИЕ ""АВТОФИЛЬТР """,4442015755,1024400518691,29.32.3,Производство прочих частей и принадлежностей автотранспортных средств,Поляков Сергей Станиславович,Генеральный директор,1489.911,2025,42.628,2025,БО ФНС,high,,да,interautomechanica2026_deal_153933
ИнтерАвтоМеханика 2026,ЛФА ООО,ЛФА ООО,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Смазочные материалы, технические жидкости и автохимия; Кузовной ремонт и лакокрасочные материалы",Россия,,,7-221,Зал 7,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Смазочные материалы, технические жидкости и автохимия; Кузовной ремонт и лакокрасочные материалы",,,http://l-f-a.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#159903-lfa-ooo,159903-lfa-ooo,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Смазочные материалы, технические жидкости и автохимия; Кузовной ремонт и лакокрасочные материалы",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО ""ЯРИКО""",9729286555,1197746435061,45.20,Техническое обслуживание и ремонт автотранспортных средств,Полозов Ярослав Сергеевич,Генеральный директор,1.576,2025,0.513,2025,БО ФНС,high,,нет,interautomechanica2026_deal_159903
ИнтерАвтоМеханика 2026,Михайлова Ольга Юрьевна ИП (SIMPLE WAY),Михайлова Ольга Юрьевна ИП (SIMPLE WAY),,Россия,,,7-412,Зал 7,,,,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153963-mikhajlova-olga-yurevna-ip-simple-way,153963-mikhajlova-olga-yurevna-ip-simple-way,,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,ИП МИХАЙЛОВА ОЛЬГА ЮРЬЕВНА,472001285990,321784700147463,,,МИХАЙЛОВА ОЛЬГА ЮРЬЕВНА,Индивидуальный предприниматель,,,,,ЕГРЮЛ ФНС,high,,нет,interautomechanica2026_deal_153963
ИнтерАвтоМеханика 2026,МС ООО,МС ООО,"Запчасти и компоненты; Смазочные материалы, технические жидкости и автохимия",Россия,,,8-410,Зал 8,"Запчасти и компоненты; Смазочные материалы, технические жидкости и автохимия",,,http://www.mesaco.co.jp,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153969-ms-ooo,153969-ms-ooo,"Запчасти и компоненты; Смазочные материалы, технические жидкости и автохимия",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,МС ООО,7825681160,5067847327499,,,,,,,,,ЕГРЮЛ ФНС,high,,нет,interautomechanica2026_deal_153969
ИнтерАвтоМеханика 2026,НПТК СУПРОТЕК ООО,НПТК СУПРОТЕК ООО,"Смазочные материалы, технические жидкости и автохимия",Россия,,,8-220,Зал 8,"Смазочные материалы, технические жидкости и автохимия","Группа компаний «СУПРОТЕК» На протяжении более двух десятилетий группа компаний «СУПРОТЕК» следует миссии: Через предложение высококачественных инновационных продуктов для обслуживания и продления ресурса транспортных средств и промышленного оборудования содействовать повышению культуры автовладения и производства, росту качества жизни и экономики в России. СУПРОТЕК – инновационные технологии",,http://www.suprotec.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153975-nptk-suprotek-ooo,153975-nptk-suprotek-ooo,"Смазочные материалы, технические жидкости и автохимия | Группа компаний «СУПРОТЕК» На протяжении более двух десятилетий группа компаний «СУПРОТЕК» следует миссии: Через предложение высококачественных инновационных продуктов для обслуживания и продления ресурса транспортных средств и промышленного оборудования содействовать повышению культуры автовладения и производства, росту качества жизни и экономики в России. СУПРОТЕК – инновационные технологии",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" НПТК "" СУПРОТЕК """,7802344810,1067847152273,20.59.4,"Производство составов и препаратов химических прочих, не включенных в другие группировки",Зеленьков Сергей Михайлович,Генеральный директор,729.641,2025,58.91,2025,БО ФНС,high,,да,interautomechanica2026_deal_153975
ИнтерАвтоМеханика 2026,ОЛГА ООО,ОЛГА ООО,Запчасти и компоненты,Россия,,,8-560,Зал 8,Запчасти и компоненты,,,https://hlmandoaftermarket.com/ru/main/index.do,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153981-olga-ooo,153981-olga-ooo,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,ОЛГА ООО,,,,,,,,,,,,,Надежное российское юрлицо не найдено.,нет,interautomechanica2026_deal_153981
ИнтерАвтоМеханика 2026,"ООО ""КАДДБ""",КАДДБ,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления",Турция,,,7-230,Зал 7,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления",,,https://caddb.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153927-iskandarov-askar-ip,153927-iskandarov-askar-ip,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Турция); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_153927
ИнтерАвтоМеханика 2026,"ООО ""ТШИНА""",ТШИНА,Запчасти и компоненты; Шины и диски; Аксессуары и тюнинг,Россия,,,8-150,Зал 8,Запчасти и компоненты; Шины и диски; Аксессуары и тюнинг,,,http://tshina.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154050-tshina-ooo,154050-tshina-ooo,Запчасти и компоненты; Шины и диски; Аксессуары и тюнинг,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,ТШИНА ООО,,,,,,,,,,,,,Надежное российское юрлицо не найдено.,нет,interautomechanica2026_deal_154050
ИнтерАвтоМеханика 2026,ОПТОВАРКА,ОПТОВАРКА,Запчасти и компоненты; Мойки и моечное оборудование; Аксессуары и тюнинг,Россия,,,7-222,Зал 7,Запчасти и компоненты; Мойки и моечное оборудование; Аксессуары и тюнинг,"Оптовые поставки автотоваров, автономных печек и сапбордов",,http://оптоварка.рф,,,https://interauto-mechanica-floorplans-2026.pages.dev/#158583-dva-soyuza-1,158583-dva-soyuza-1,"Запчасти и компоненты; Мойки и моечное оборудование; Аксессуары и тюнинг | Оптовые поставки автотоваров, автономных печек и сапбордов",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Надежное российское юрлицо не найдено.,нет,interautomechanica2026_deal_158583
ИнтерАвтоМеханика 2026,ОЦПН ООО,ОЦПН ООО,,Россия,,,7-234,Зал 7,,,,http://dymet.net,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153984-otspn-ooo,153984-otspn-ooo,,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" ОЦПН """,4025044166,1024000947431,28.29.3,"Производство прочих машин и оборудования общего назначения, не включенного в другие группировки",Клюев Олег Федорович,Директор,346.45,2025,17.103,2025,БО ФНС,high,,да,interautomechanica2026_deal_153984
ИнтерАвтоМеханика 2026,ПАРИТЕТ,ПАРИТЕТ,Запчасти и компоненты,Россия,,,8-135,Зал 8,Запчасти и компоненты,"ООО «Паритет» – Ваш надёжный партнёр в автомобильной светотехнике и комплектующих Более 20 лет на рынке мы обеспечиваем качество, конкурентоспособные цены и широкий ассортимент продукции для автолюбителей и профессионалов. Наша продукция ✅ Автомобильные лампы – Osram, Narva, Philips ✅ Свечи зажигания – DenSO,NGK – гарантия надёжности и долговечности для любых двигателей. ✅ Гофры глушителей – Bosal (высокое качество, долгий срок службы) ✅Щётки стеклоочистителей – Bosch и DenSO (устойчивость к морозам, пыли и высоким нагрузкам).",,https://narva.global/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153987-paritet,153987-paritet,"Запчасти и компоненты | ООО «Паритет» – Ваш надёжный партнёр в автомобильной светотехнике и комплектующих Более 20 лет на рынке мы обеспечиваем качество, конкурентоспособные цены и широкий ассортимент продукции для автолюбителей и профессионалов. Наша продукция ✅ Автомобильные лампы – Osram, Narva, Philips ✅ Свечи зажигания – DenSO,NGK – гарантия надёжности и долговечности для любых двигателей. ✅ Гофры глушителей – Bosal (высокое качество, долгий срок службы) ✅Щётки стеклоочистителей – Bosch и DenSO (устойчивость к морозам, пыли и высоким нагрузкам).",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"АО "" ПАРИТЕТ """,6312116509,1126312003036,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,Гельцер Максим Валерьевич,Генеральный директор,0.768,2025,-0.271,2025,БО ФНС,high,,нет,interautomechanica2026_deal_153987
ИнтерАвтоМеханика 2026,ПЕТРОЛЕРО,ПЕТРОЛЕРО,"Смазочные материалы, технические жидкости и автохимия",Россия,,,8-415,Зал 8,"Смазочные материалы, технические жидкости и автохимия","""Petrolero — производитель высококачественных моторных масел и присадок для легковых и грузовых аватомобилей, а также мототехники. Среди наших продуктов — моторные масла и профессиональные присадки, повышающие ресурс и производительность двигателя. Petrolero - добавь надежности!""",,https://petrolero.ru/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153990-petrolero,153990-petrolero,"Смазочные материалы, технические жидкости и автохимия | ""Petrolero — производитель высококачественных моторных масел и присадок для легковых и грузовых аватомобилей, а также мототехники. Среди наших продуктов — моторные масла и профессиональные присадки, повышающие ресурс и производительность двигателя. Petrolero - добавь надежности!""",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО ""ПЕТРОЛЕРО""",7743345907,1207700309926,20.59.4,"Производство составов и препаратов химических прочих, не включенных в другие группировки",Дуденков Андрей Викторович,Генеральный директор,31.315,2025,1.187,2025,БО ФНС,high,,нет,interautomechanica2026_deal_153990
ИнтерАвтоМеханика 2026,ПОЛЮС+ ООО,ПОЛЮС+ ООО,Аккумуляторы и электроника,Россия,,,8-425,Зал 8,Аккумуляторы и электроника,"ПОЛЮС +"" - ведущий оптовый поставщик современных и высококачественных автомобильных аккумуляторных батарей от мировых производителей на все виды транспорта - легковые авто, мототехника, водный транспорт, грузовой транспорт, сельхозтехника, строительная и коммунальная техника. Мы — федеральный представитель! Являясь официальным представителем крупнейших мировых производителей аккумуляторов на территории Российской Федерации, мы всегда можем гарантировать, что реализуемые нами аккумуляторы всегда наивысшего качества. Наши партнеры - это федеральные ритейлеры.",,https://www.polusplus.ru/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153783-polyus-ooo,153783-polyus-ooo,"Аккумуляторы и электроника | ПОЛЮС +"" - ведущий оптовый поставщик современных и высококачественных автомобильных аккумуляторных батарей от мировых производителей на все виды транспорта - легковые авто, мототехника, водный транспорт, грузовой транспорт, сельхозтехника, строительная и коммунальная техника. Мы — федеральный представитель! Являясь официальным представителем крупнейших мировых производителей аккумуляторов на территории Российской Федерации, мы всегда можем гарантировать, что реализуемые нами аккумуляторы всегда наивысшего качества. Наши партнеры - это федеральные ритейлеры.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,ПОЛЮС+ ООО,,,,,,,,,,,,,Надежное российское юрлицо не найдено.,нет,interautomechanica2026_deal_153783
ИнтерАвтоМеханика 2026,ПОМЕСТЬЕ,ПОМЕСТЬЕ,,Россия,,,7-340,Зал 7,,,,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153993-pomeste,153993-pomeste,,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"АО "" ПОМЕСТЬЕ """,7702412008,1177746050679,46.90,Торговля оптовая неспециализированная,Лурье Олег Георгиевич,Генеральный директор,0.0,2025,2.469,2025,БО ФНС,high,,нет,interautomechanica2026_deal_153993
ИнтерАвтоМеханика 2026,Промышленно-Оптовая Компания,Промышленно-Оптовая Компания,Запчасти и компоненты,Россия,,,7-232,Зал 7,Запчасти и компоненты,,,https://promoptcom.ru/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153996-promyshlenno-optovaya-kompaniya-pok,153996-promyshlenno-optovaya-kompaniya-pok,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" ПРОМЫШЛЕННО - ОПТОВАЯ КОМПАНИЯ """,5256133087,1145256007104,46.90,Торговля оптовая неспециализированная,Григорьева Екатерина Владимировна,Генеральный директор,255.938,2025,4.002,2025,БО ФНС,high,,нет,interautomechanica2026_deal_153996
ИнтерАвтоМеханика 2026,ПЭЙНТ ЭКСПЕРТ ООО,ПЭЙНТ ЭКСПЕРТ ООО,Кузовной ремонт и лакокрасочные материалы,Россия,,,7-435,Зал 7,Кузовной ремонт и лакокрасочные материалы,"PAINT EXPERT — официальный дистрибьютор REF, REF Premium, FRENZY COLOR и FORMEL, а также других ведущих брендов в сфере кузовного ремонта. Мы предлагаем новейшие технологичные решения для профессионалов: лакокрасочные материалы, абразивы, оборудование и СИЗ, высокий уровень сервиса и экспертное сопровождение. Компания представляет инновационную микс-систему FRENZY COLOR — лучшее предложение по цветоподбору для работы в России, и всю линейку бренда REF — 2К, 1К, аэрозоли для авторемонта, строительства и творчества. PAINT EXPERT — это сильная команда техподдержки в области колористики и один из крупнейших учебных центров в Москве.",,https://paint-expert.ru/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154005-pejnt-ekspert-ooo,154005-pejnt-ekspert-ooo,"Кузовной ремонт и лакокрасочные материалы | PAINT EXPERT — официальный дистрибьютор REF, REF Premium, FRENZY COLOR и FORMEL, а также других ведущих брендов в сфере кузовного ремонта. Мы предлагаем новейшие технологичные решения для профессионалов: лакокрасочные материалы, абразивы, оборудование и СИЗ, высокий уровень сервиса и экспертное сопровождение. Компания представляет инновационную микс-систему FRENZY COLOR — лучшее предложение по цветоподбору для работы в России, и всю линейку бренда REF — 2К, 1К, аэрозоли для авторемонта, строительства и творчества. PAINT EXPERT — это сильная команда техподдержки в области колористики и один из крупнейших учебных центров в Москве.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" ПЭЙНТ ЭКСПЕРТ """,5047268490,1225000114184,46.73,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",Харьковский Дмитрий Станиславович,Генеральный директор,1014.283,2025,22.64,2025,БО ФНС,high,,нет,interautomechanica2026_deal_154005
ИнтерАвтоМеханика 2026,РАМТРАК,РАМТРАК,Запчасти и компоненты; Аксессуары и тюнинг,Россия,,,7-330,Зал 7,Запчасти и компоненты; Аксессуары и тюнинг,"RAMTRUCK — продажа, обслуживание, тюнинг и аренда премиальных авто. Комплексный подход к каждому клиенту.",,https://ramtruck.ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#160074-ramtrak,160074-ramtrak,"Запчасти и компоненты; Аксессуары и тюнинг | RAMTRUCK — продажа, обслуживание, тюнинг и аренда премиальных авто. Комплексный подход к каждому клиенту.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО ""АВТО АМ""",7701841269,1097746352440,45.1,Торговля автотранспортными средствами,Тимошина Маргарита Викторовна,Генеральный директор,1753.955,2025,96.614,2025,БО ФНС,high,,нет,interautomechanica2026_deal_160074
ИнтерАвтоМеханика 2026,"Рус Велд Дон, ООО","Рус Велд Дон, ООО","Оборудование для диагностики, ремонта и восстановления; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование",Россия,,,7-135,Зал 7,"Оборудование для диагностики, ремонта и восстановления; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование","продажа автосервисного оборудования,продажа сварочного оборудования, строительство автосервисов под ключ, производство стапельного оборудования для ремонта легкового и грузового транспорта",,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153867-agro-tekh-ooo,153867-agro-tekh-ooo,"Оборудование для диагностики, ремонта и восстановления; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование | продажа автосервисного оборудования,продажа сварочного оборудования, строительство автосервисов под ключ, производство стапельного оборудования для ремонта легкового и грузового транспорта",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" РУС ВЕЛД ДОН """,6154158983,1206100034755,46.69,Торговля оптовая прочими машинами и оборудованием,Попко Артем Сергеевич,Генеральный директор,22.888,2025,0.009,2025,БО ФНС,high,,нет,interautomechanica2026_deal_153867
ИнтерАвтоМеханика 2026,РУСПОЛКАР ТД ООО,РУСПОЛКАР ТД ООО,Запчасти и компоненты,Россия,,,8-515,Зал 8,Запчасти и компоненты,"ТД ""Русполкар"" - официальный дистрибьютор польской компании Polcar на территории России. Компания работает на рынке с 2009 года и предлагает клиентам широкий ассортимент автозапчастей - свыше 260 000 наименований от 400 производителей со всего мира. Вся продукция сертифицирована в соответствии с российскими и европейскими стандартами качества. Офис-склад компании расположен в Московской области, что обеспечивает удобную логистику для клиентов по всей России, а прямой доступ к центральному складу Polcar в Варшаве гарантирует стабильное наличие товара.",,http://www.ruspolcar.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154008-ruspolkar-td-ooo,154008-ruspolkar-td-ooo,"Запчасти и компоненты | ТД ""Русполкар"" - официальный дистрибьютор польской компании Polcar на территории России. Компания работает на рынке с 2009 года и предлагает клиентам широкий ассортимент автозапчастей - свыше 260 000 наименований от 400 производителей со всего мира. Вся продукция сертифицирована в соответствии с российскими и европейскими стандартами качества. Офис-склад компании расположен в Московской области, что обеспечивает удобную логистику для клиентов по всей России, а прямой доступ к центральному складу Polcar в Варшаве гарантирует стабильное наличие товара.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО ""ТД РУСПОЛКАР""",9729039443,5167746341681,45.31,"Торговля оптовая автомобильными деталями, узлами и принадлежностями",Капитонов Михаил Вячеславович,Генеральный директор,551.368,2025,109.125,2025,БО ФНС,high,,нет,interautomechanica2026_deal_154008
ИнтерАвтоМеханика 2026,Семь братьев,Семь братьев,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Шины и диски",Китай,,,8-108,Зал 8,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Шины и диски","Cangzhou Shengshiweiye Automobile Accessory Co., Ltd. is a leading manufacturer of automotive service equipment and tire accessories in China. Founded in 2006 with over 30 years of industry experience, the company specializes in tire changers, wheel balancers, wheel alignment systems, vehicle lifts, tire repair machines, tire valves, balance weights, repair patches, seal strings, mounting paste, lubricants, and professional workshop tools. Certified by ISO 9001, IATF 16949, CE, UKCA, BV, and SASO, Shengshiweiye exports to more than 100 countries across Europe, Asia, Africa, the Middle East, and the Americas. LLC TK Seven Brothers is the official distributor of Cangzhou Shengshiweiye Automobile Accessory Co., Ltd., supplying its products and providing reliable support to customers.",,https://www.wheelbalanceweights.com/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154011-sem-bratev,154011-sem-bratev,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Шины и диски | Cangzhou Shengshiweiye Automobile Accessory Co., Ltd. is a leading manufacturer of automotive service equipment and tire accessories in China. Founded in 2006 with over 30 years of industry experience, the company specializes in tire changers, wheel balancers, wheel alignment systems, vehicle lifts, tire repair machines, tire valves, balance weights, repair patches, seal strings, mounting paste, lubricants, and professional workshop tools. Certified by ISO 9001, IATF 16949, CE, UKCA, BV, and SASO, Shengshiweiye exports to more than 100 countries across Europe, Asia, Africa, the Middle East, and the Americas. LLC TK Seven Brothers is the official distributor of Cangzhou Shengshiweiye Automobile Accessory Co., Ltd., supplying its products and providing reliable support to customers.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154011
ИнтерАвтоМеханика 2026,СИНТЕК ЛУБРИКАНТС,СИНТЕК ЛУБРИКАНТС,"Смазочные материалы, технические жидкости и автохимия",Россия,,,8-355,Зал 8,"Смазочные материалы, технические жидкости и автохимия",Компания занимает первое место* в России на рынке антифризов и входит в топ-3* крупнейших производителей смазочных материалов. *По данным розничных продаж исследования B2X за 2025 год,,https://sinteclubricants.ru/?ysclid=mrx9cse6in575500826,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154236-sintek,154236-sintek,"Смазочные материалы, технические жидкости и автохимия | Компания занимает первое место* в России на рынке антифризов и входит в топ-3* крупнейших производителей смазочных материалов. *По данным розничных продаж исследования B2X за 2025 год",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО ""СИНТЕК ЛУБРИКАНТС""",4025454765,1194027010253,20.59.4,"Производство составов и препаратов химических прочих, не включенных в другие группировки",Корулина Татьяна Николаевна,Директор,263.523,2025,1.455,2025,БО ФНС,high,,да,interautomechanica2026_deal_154236
ИнтерАвтоМеханика 2026,СМАРТ КОНСАЛТИНГ ООО,СМАРТ КОНСАЛТИНГ ООО,,Россия,,,7-273,Зал 7,,,,https://autocount.pro,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155157-smart-konsalting-ooo,155157-smart-konsalting-ooo,,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" СМАРТ КОНСАЛТИНГ """,7816714250,1217800016466,69.20,"Деятельность по оказанию услуг в области бухгалтерского учета, финансового аудита",Симонян Ншан Арменакович,Директор,18.481,2024,5.8,2024,БО ФНС,high,,нет,interautomechanica2026_deal_155157
ИнтерАвтоМеханика 2026,СТАНДАРТ ООО,СТАНДАРТ ООО,,Россия,,,7-275,Зал 7,,,,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154020-standart-ooo,154020-standart-ooo,,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" СТАНДАРТ """,6316205414,1156316001280,46.90,Торговля оптовая неспециализированная,Макки Кирилл Александрович,Директор,0.0,2023,0.0,2023,БО ФНС,high,,нет,interautomechanica2026_deal_154020
