event_name,company_name,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version
ChemiCos 2026,СТЕРИПАК СЕРВИС,Россия,Москва,"Россия, Москва, Научный проезд, д. 10 офис 310",92B33,,,"Предлагаем услуги: - Контрактное производство от малых партий до промышленных серий. - Сборка и упаковка продукции в собственных чистых помещениях 7 класса ИСО. - Розлив во флаконы и шприцы. - Валидация процессов производства, упаковки и стерилизации изделий. - Комплексные лабораторные испытания. - Испытания на подтверждение заявленного срока годности. - Аттестация чистых помещений. - Стерилизация продукции заказчика на собственном оборудовании мирового уровня: газовая, плазменная, паровая.",СтериПак Сервис,http://www.steri-pack.ru,info@steri-pack.ru,+7(495) 728-15-87,https://chemicos.ru/ru/company-card-axe?sendcompany=5742,5742,С,"Предлагаем услуги: - Контрактное производство от малых партий до промышленных серий. - Сборка и упаковка продукции в собственных чистых помещениях 7 класса ИСО. - Розлив во флаконы и шприцы. - Валидация процессов производства, упаковки и стерилизации изделий. - Комплексные лабораторные испытания. - Испытания на подтверждение заявленного срока годности. - Аттестация чистых помещений. - Стерилизация продукции заказчика на собственном оборудовании мирового уровня: газовая, плазменная, паровая. | СтериПак Сервис",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Технопро,Россия,Удомля,"Россия, Тверская обл., г. Удомля, ул. Карла Маркса, д.4",91F13,,ПЕРСОНАЛЬНАЯ ГИГИЕНА,"Современное предприятие, где производятся не только собственная продукция под брендом Weiss, отличающаяся технологическим совершенством, качеством сырья, дизайном и удобством в использовании, но и обеспечивается наращивание производства зубных щеток сторонних брендов.",Weiss,http://weissoral.ru,ti@strela.info,+7(915) 705-35-52,https://chemicos.ru/ru/company-card-axe?sendcompany=5845,5845,Т,"Современное предприятие, где производятся не только собственная продукция под брендом Weiss, отличающаяся технологическим совершенством, качеством сырья, дизайном и удобством в использовании, но и обеспечивается наращивание производства зубных щеток сторонних брендов. | ПЕРСОНАЛЬНАЯ ГИГИЕНА | Weiss",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Типография МГК,Россия,,"Россия, Ул. Парковая дом 6 литера А",92G32,,CHEMIPACK,Типография. Изготовление этикеток. Без печати. С печатью. Многостраничные этикетки. Коробка «Крышка-Дно» из переплетного картона. Изготовление инструкций. Любые формы сложений. Префолдинг. Дуплекс. Аутсерт.,,http://www.mgkprint.ru,sale15@mgk-print.ru,+7(812)3269400,https://chemicos.ru/ru/company-card-axe?sendcompany=5877,5877,Т,Типография. Изготовление этикеток. Без печати. С печатью. Многостраничные этикетки. Коробка «Крышка-Дно» из переплетного картона. Изготовление инструкций. Любые формы сложений. Префолдинг. Дуплекс. Аутсерт. | CHEMIPACK,ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ТК ОРИОН,Россия,о. город Дзержинск,"Россия, Нижегородская область, г.о. город Дзержинск, г Дзержинск, ул Красноармейская, д. 2Г, офис 17",91B11,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА","Широкий ассортимент высококачественной продукции для крупнооптовых покупателей. Наша компания оказывает широкий спектр услуг от подбора продукции до доставки клиенту. Мы предлагаем выгодные условия для крупного опта, индивидуальные условия для каждого клиента и удобные способы доставки. Гарантируем оперативность и надежность поставок, что бы ваши бизнес-процессы всегда были на высоте.",HOBBY,http://www.orionofficial.ru,orion.nn@list.ru,8-999-121-36-15,https://chemicos.ru/ru/company-card-axe?sendcompany=5879,5879,Т,"Широкий ассортимент высококачественной продукции для крупнооптовых покупателей. Наша компания оказывает широкий спектр услуг от подбора продукции до доставки клиенту. Мы предлагаем выгодные условия для крупного опта, индивидуальные условия для каждого клиента и удобные способы доставки. Гарантируем оперативность и надежность поставок, что бы ваши бизнес-процессы всегда были на высоте. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА | HOBBY",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Торговый Дом Велес,Россия,Балашиха,"Россия, 143905, Московская область, г. Балашиха, Кучинское шоссе, 6",11С403,,"ПОСУДА И КУХНЯ, ДАЧА И ЗАГОРОДНЫЙ ОТДЫХ","ООО «Торговый Дом Велес» – одна из самых крупных организаций с широким ассортиментом продукции для кухни, консервирования, а также товаров для пикника. Нашими партнерами являются промышленные предприятия и фермерские хозяйства, торговые сети и оптовые компании, маркетплейсы. Своим клиентам мы поставляем исключительно высококлассную продукцию, которая проходит строгий контроль качества. В данной сфере наша компания имеет более десятилетний опыт работы. За это время мы заработали репутацию надежного поставщика, уважающего интересы партнеров. Постоянно анализируя рынок, обновляем ассортиментную линейку, исходя из потребностей потребителя. Торговый Дом Велес – официальный дистрибьютор популярной линейки товаров ТМ «Москвичка исконно хороша®», производящей высококачественные товары для консервирования.",Москвичка исконно хороша®; Азбука Дачи,http://banki-krishki.ru,info@banki-krishki.ru,+7 (495) 943-22-33,https://chemicos.ru/ru/company-card-axe?sendcompany=5071,5071,Т,"ООО «Торговый Дом Велес» – одна из самых крупных организаций с широким ассортиментом продукции для кухни, консервирования, а также товаров для пикника. Нашими партнерами являются промышленные предприятия и фермерские хозяйства, торговые сети и оптовые компании, маркетплейсы. Своим клиентам мы поставляем исключительно высококлассную продукцию, которая проходит строгий контроль качества. В данной сфере наша компания имеет более десятилетний опыт работы. За это время мы заработали репутацию надежного поставщика, уважающего интересы партнеров. Постоянно анализируя рынок, обновляем ассортиментную линейку, исходя из потребностей потребителя. Торговый Дом Велес – официальный дистрибьютор популярной",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ФАРМТЕХ группа компаний,Россия,Пушкино,"Россия, 141270 Московская область, г. Пушкино, рабочий поселок Софрино, ул. Крайняя д.2",92G42,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK","Группа ФАРМТЕХ предлагает новое и восстановленное оборудование для изготовления, розлива и упаковки, комплектующие (керамические дозаторы, иглы мойки и наполнения), услуги по шеф-монтажу и наладке. Поставляет упаковочные материалы (баночки и флаконы, шприцы предварительного наполнения, пробки, колпачки, крышки, капельницы, тубы, блистеры), термоленту. Предлагает услуги по контрактному розливу ароматических масел, жидких косметических препаратов, средств защиты растений и т.д.",Tofflon; West; Wego; Karsai; Софринские упаковочные мануфактуры,http://www.pharmtech.ru,info@pharmtech.ru,+7 (495) 135-50-95,https://chemicos.ru/ru/company-card-axe?sendcompany=5855,5855,Ф,"Группа ФАРМТЕХ предлагает новое и восстановленное оборудование для изготовления, розлива и упаковки, комплектующие (керамические дозаторы, иглы мойки и наполнения), услуги по шеф-монтажу и наладке. Поставляет упаковочные материалы (баночки и флаконы, шприцы предварительного наполнения, пробки, колпачки, крышки, капельницы, тубы, блистеры), термоленту. Предлагает услуги по контрактному розливу ароматических масел, жидких косметических препаратов, средств защиты растений и т.д. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK | Tofflon; West; Wego; Karsai; Софринские упаковочные мануфактуры",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ФДА Компани,Россия,Люберцы,"Россия, 140032, Московская обл., г. Люберцы, пгт Малаховка, ул. Шоссейная, д.40, помещение 23",91B21,,"КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ","ФДА Компани родилась из одной простой идеи: помочь предпринимателям воплотить мечты о собственной косметике в жизнь. Наши основатели – химики-технологи и бизнесмены – объединились, чтобы создать место, где идеи превращаются в уникальные продукты с нуля. Широкий ассортимент косметики – от инновационных формул для лица и тела до специализированных средств. Используйте наш опыт и экспертизу для своего бренда. И да, мы тестируем, чтобы не липло, не скатывалось и радовало с первого применения.",Easy 42 Busy,"http://fdacompany.ru, easy42busy.ru",contract@fdacompany.ru,+7(499) 288-73-57,https://chemicos.ru/ru/company-card-axe?sendcompany=5846,5846,Ф,"ФДА Компани родилась из одной простой идеи: помочь предпринимателям воплотить мечты о собственной косметике в жизнь. Наши основатели – химики-технологи и бизнесмены – объединились, чтобы создать место, где идеи превращаются в уникальные продукты с нуля. Широкий ассортимент косметики – от инновационных формул для лица и тела до специализированных средств. Используйте наш опыт и экспертизу для своего бренда. И да, мы тестируем, чтобы не липло, не скатывалось и радовало с первого применения. | КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ | Easy 42 Busy",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ФЕЛИКС ТС,Россия,Нижегородская обл.,"606000, Россия, Нижегородская обл., гор. Дзержинск, улица Ватутина, дом № 31А, кабинет 8, этаж 2",91E31,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK","Производство бытовой химии, детской линии средств по уходу. Производство промышленной полиэтиленовой тары с собственным современным парком выдувных и литьевых машин. Производство ПАВ и ПЭГ для бытовой химии.",HOMZA; ECOTERICA; ЗДОРОВЫЕ МАЛЫШИ; МОЙ ДОМ,http://,fts-sales@mail.rufelix-ts.ru,(8313)274103,https://chemicos.ru/ru/company-card-axe?sendcompany=5743,5743,Ф,"Производство бытовой химии, детской линии средств по уходу. Производство промышленной полиэтиленовой тары с собственным современным парком выдувных и литьевых машин. Производство ПАВ и ПЭГ для бытовой химии. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK | HOMZA; ECOTERICA; ЗДОРОВЫЕ МАЛЫШИ; МОЙ ДОМ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ХИМАЛЬЯНС,Россия,Москва г,"Россия, 117042, Москва г, улица Адмирала Лазарева, дом № 52, корпус 3, пом. IV, комн.3",91A31,,,"Наша компания является современным заводом-изготовителем поверхностно-активны веществ для соответствующих направлений промышленности. Собственная лаборатория, оснащенная актуальным оборудованием в соответствии с нормативными требованиями, обеспечивает безопасную практическую, аналитическую и исследовательскую деятельность, что позволяет осуществлять контроль на всех этапах производства, а так же повышает эффективность как при производстве серийных так и при разработке новых продуктов. Основным сектором сбыта являются рынки B2B «Бизнес для бизнеса», но это не означает, что мы заботимся только об удовлетворение потребностей предприятий и производителей конечной продукции. Система сырьевого снабжения нашего производства и складские мощности выстроены таким образом, что все сырьевые составляющие приобретаются в оптимальных объёмах, чтобы снизить затраты на логистику и накладные расходы, это позволяет значительно уменьшить стоимость производимых продуктов и благоприятно сказывается на цене товара для конечного потребителя.",Аламин; Дезамин; Нимаид; Бетамид; Беталкил Монамид; Алдинат; Имидазолин; Амфопав; Амидоамин; Дисперкон; Сульфосукцинаты; Султаин; Лаурет-7 цитрат.,http://www.chemalliance.ru,office@chemalliance.ru,+7 (499) 288-08-07,https://chemicos.ru/ru/company-card-axe?sendcompany=5847,5847,Х,"Наша компания является современным заводом-изготовителем поверхностно-активны веществ для соответствующих направлений промышленности. Собственная лаборатория, оснащенная актуальным оборудованием в соответствии с нормативными требованиями, обеспечивает безопасную практическую, аналитическую и исследовательскую деятельность, что позволяет осуществлять контроль на всех этапах производства, а так же повышает эффективность как при производстве серийных так и при разработке новых продуктов. Основным сектором сбыта являются рынки B2B «Бизнес для бизнеса», но это не означает, что мы заботимся только об удовлетворение потребностей предприятий и производителей конечной продукции. Система сырьевого сна",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ХимПромЛаб,Россия,Нижний Новгород,"Россия, 603035, Нижегородская область, г. Нижний Новгород, ул. Чаадаева, д. 1, пом. 17-19",91C34,,ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ,"Современный и технологичный завод «ХимПромЛаб» в Нижнем Новгороде c 2015 года производит высокоэффективные чистящие средства для профессиональной уборки. Ведущими российскими химиками-технологами были разработаны и произведены десятки средств для обеспечения пищевой безопасности - от мытья гастроемкостей для производственных цехов до промывки специализированного оборудования. На сегодняшний день завод «ХимПромЛаб» владеет несколькими собственными брендами профессиональной химии в разных ценовых категориях, которые успешно работают там, где чистота критически важна: в HoReCa, ритейле, клининге, пищевых и промышленных производств, прачечных, транспортной отрасли и др.",Piash; X-lab; Новый элемент; Divit; WROOM,http://,info.hpl@himpromlab.comhttps,+7 (831) 288-81-38,https://chemicos.ru/ru/company-card-axe?sendcompany=5722,5722,Х,"Современный и технологичный завод «ХимПромЛаб» в Нижнем Новгороде c 2015 года производит высокоэффективные чистящие средства для профессиональной уборки. Ведущими российскими химиками-технологами были разработаны и произведены десятки средств для обеспечения пищевой безопасности - от мытья гастроемкостей для производственных цехов до промывки специализированного оборудования. На сегодняшний день завод «ХимПромЛаб» владеет несколькими собственными брендами профессиональной химии в разных ценовых категориях, которые успешно работают там, где чистота критически важна: в HoReCa, ритейле, клининге, пищевых и промышленных производств, прачечных, транспортной отрасли и др. | ПРОФЕССИОНАЛЬНАЯ И БЫТО",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ХимЭтика,Россия,Тамбов,"Россия, 392022, Тамбовская область, г. Тамбов, ул. Ак. Островитянова, дом 9А,",91D32,,ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ,"ХимЭтика ̶ динамично растущая российская компания, производящая широкий спектр средств бытовой химии. Начала свою деятельность в 2008 с создания эффективных пятновыводителей разных видов. В 2019 году прошло масштабное техническое переоснащение, что расширило возможности производства во всех категориях. Качество производства соответствует отраслевым стандартам. Научно-практическая разработка рецептур проводится на базе современных российских и мировых исследований в химии. Это гарантирует высокий уровень конкурентоспособности продукции компании.",Udalix,http://www.udalix.com,sales@himetika.ru,8-800-700-400-8,https://chemicos.ru/ru/company-card-axe?sendcompany=5836,5836,Х,"ХимЭтика ̶ динамично растущая российская компания, производящая широкий спектр средств бытовой химии. Начала свою деятельность в 2008 с создания эффективных пятновыводителей разных видов. В 2019 году прошло масштабное техническое переоснащение, что расширило возможности производства во всех категориях. Качество производства соответствует отраслевым стандартам. Научно-практическая разработка рецептур проводится на базе современных российских и мировых исследований в химии. Это гарантирует высокий уровень конкурентоспособности продукции компании. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ | Udalix",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ЦЕНТР ПОДДЕРЖКИ ЭКСПОРТА ВЛАДИМИРСКОЙ ОБЛАСТИ,Россия,Владимир,"Россия, г. Владимир, ул. Мира, 15В, офис 303 +7 (4922) 22-25-88 +7 (4922) 22-25-98",91E62,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK","Мы работаем, чтобы помочь производителям ориентированной продукции Владимирской области выйти на зарубежные рынки, а также для увеличения экспортного потенциала региона и России в целом. Центр – это площадка международного и межрегионального сотрудничества, на которой компании Владимирской области презентуют свою продукцию. Он работает во взаимодействии с федеральными органами исполнительной власти, торговыми представительствами РФ в иностранных государствах и общественными объединениями предпринимателей.",,http://,info@export33.ryhttps,+7 (904) 650-03-19,https://chemicos.ru/ru/company-card-axe?sendcompany=5761,5761,Ц,"Мы работаем, чтобы помочь производителям ориентированной продукции Владимирской области выйти на зарубежные рынки, а также для увеличения экспортного потенциала региона и России в целом. Центр – это площадка международного и межрегионального сотрудничества, на которой компании Владимирской области презентуют свою продукцию. Он работает во взаимодействии с федеральными органами исполнительной власти, торговыми представительствами РФ в иностранных государствах и общественными объединениями предпринимателей. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ЦЕНТР ПОДДЕРЖКИ ЭКСПОРТА КАЛУЖСКОЙ ОБЛАСТИ,Россия,Калуга,"Россия, 248000, г. Калуга, ул. Театральная, д. 38а",91E61,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK","Центр поддержки экспорта Калужской области с октября 2011 года содействует в выходе на зарубежные рынки и развитию экспортного потенциала предпринимателей. С 2021 года Центр действует в форме АНО «Центр поддержки экспорта Калужской области». Центр обеспечивает: - поддержку и содействие развитию СМСП, осуществляющих поставки товаров (работ, услуг) на экспорт, а также экспортно ориентированных СМСП; - формирование благоприятной среды для возникновения конкурентоспособных товаров, работ, услуг, востребованных на внешних рынках, производимых СМСП.",,http://,info@kalugaexport.ryhttps,79108600160,https://chemicos.ru/ru/company-card-axe?sendcompany=5762,5762,Ц,"Центр поддержки экспорта Калужской области с октября 2011 года содействует в выходе на зарубежные рынки и развитию экспортного потенциала предпринимателей. С 2021 года Центр действует в форме АНО «Центр поддержки экспорта Калужской области». Центр обеспечивает: - поддержку и содействие развитию СМСП, осуществляющих поставки товаров (работ, услуг) на экспорт, а также экспортно ориентированных СМСП; - формирование благоприятной среды для возникновения конкурентоспособных товаров, работ, услуг, востребованных на внешних рынках, производимых СМСП. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ЦЕНТЭКО,Россия,о. Богородский,"Россия, МО, г. о. Богородский, территория АО КУДИНОВО, сооружение 17, пом. 1",91C21,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ПЕРСОНАЛЬНАЯ ГИГИЕНА","Является одним из ведущих российских производителей бытовой химии. В 2018 году компания пополнила ассортимент средствами для стирки. Благодаря активному развитию, масштабы производства ежегодно наращиваются. В 2025 году компания выпустила на рынок бренд под собственной торговой маркой – Snow Green. Современная линейка продукции бытовой химии по корейским технологиям, отвечающая современным трендам и запросам молодой аудитории. На стенде вы можете ознакомиться и приобрести товары.",Snow Green,http://tabletfabric.ru,office@centeco.ru,+7 (985) 220-56-52,https://chemicos.ru/ru/company-card-axe?sendcompany=5812,5812,Ц,"Является одним из ведущих российских производителей бытовой химии. В 2018 году компания пополнила ассортимент средствами для стирки. Благодаря активному развитию, масштабы производства ежегодно наращиваются. В 2025 году компания выпустила на рынок бренд под собственной торговой маркой – Snow Green. Современная линейка продукции бытовой химии по корейским технологиям, отвечающая современным трендам и запросам молодой аудитории. На стенде вы можете ознакомиться и приобрести товары. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ПЕРСОНАЛЬНАЯ ГИГИЕНА | Snow Green",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ЭВА,Россия,Москва,"Фактический адрес: Россия, 123112, г. Москва, Пресненская наб. 12, этаж 12, оф. B. Башня Федерация (Восток). Юридический адрес: 613048, Кировская обл., г. Кирово-Чепецк, ул. Производственная, д. 2/9",92G41,,CHEMICOS INDUSTRY,"ООО «ЭВА» - компания-производитель ингредиентов для косметики и бытовой химии с высоким уровнем технической поддержки и клиентского сервиса. Наша Миссия – обеспечить сырьевую независимость России в высокотехнологичных химических ингредиентах. Компания ЭВА входит в производственный промышленный холдинг KCCC GROUP, основанный в 1997 году и развивающегося на принципах высокого качества в соответствии с международными стандартами.",EVAGUARD; EVAXEL; EVAPEARL; EVACLOUD; EVACRYL; EVAMULS; EVASURF; EVASENSE; EVASTER,http://www.eva-si.ru,info@eva-si.ru,7 (495) 744-39-44,https://chemicos.ru/ru/company-card-axe?sendcompany=5717,5717,Э,"ООО «ЭВА» - компания-производитель ингредиентов для косметики и бытовой химии с высоким уровнем технической поддержки и клиентского сервиса. Наша Миссия – обеспечить сырьевую независимость России в высокотехнологичных химических ингредиентах. Компания ЭВА входит в производственный промышленный холдинг KCCC GROUP, основанный в 1997 году и развивающегося на принципах высокого качества в соответствии с международными стандартами. | CHEMICOS INDUSTRY | EVAGUARD; EVAXEL; EVAPEARL; EVACLOUD; EVACRYL; EVAMULS; EVASURF; EVASENSE; EVASTER",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ЭКО-Мегаполис,Россия,Дзержинск,"Россия, г. Дзержинск, Нижегородская область, ул.Лермонтова 18 «Ш»",11А402,,"ПОСУДА И КУХНЯ, ДОМ И ИНТЕРЬЕР, ХОЗТОВАРЫ И УБОРКА, БЫТОВАЯ И ЦИФРОВАЯ ТЕХНИКА, ДАЧА И ЗАГОРОДНЫЙ ОТДЫХ, ТОВАРЫ ДЛЯ ДЕТЕЙ, УСЛУГИ, ТЕКСТИЛЬ ДЛЯ ДОМА , ТОВАРЫ ДЛЯ ЖИВОТНЫХ, ГАЛАНТЕРЕЯ","Компания «Эко-Мегаполис» - один из крупнейших производителей влажных салфеток, полотенец, саше и ватной продукции в России. Мы производим более 30 видов продукции под собственными марками и марками наших клиентов. Наша продукция проходит полный контроль качества как на стадии производства, так и на этапе выбора сырья. Наша аналитическая лаборатория оснащена самым современным оборудованием и проводит все необходимые тесты для обеспечения безупречного качества продукции. Мы доверяем только экологичным материалам и разрабатываем состав пропиток с помощью профессиональных технологов. При выборе продукции «Эко-Мегаполис» Вы можете быть уверены в ее качестве и надежности. Мы готовы предложить Вам широкий ассортимент влажных салфеток, полотенец, саше и ватной продукции, а также изготовим продукцию под Вашей собственной торговой маркой с учетом Ваших индивидуальных пожеланий.",Clinija; Мяг.ко; Лапушка,http://ecomegapolis.ru,info@eco-m52.ru,+7 831 281-60-90,https://chemicos.ru/ru/company-card-axe?sendcompany=5003,5003,Э,"Компания «Эко-Мегаполис» - один из крупнейших производителей влажных салфеток, полотенец, саше и ватной продукции в России. Мы производим более 30 видов продукции под собственными марками и марками наших клиентов. Наша продукция проходит полный контроль качества как на стадии производства, так и на этапе выбора сырья. Наша аналитическая лаборатория оснащена самым современным оборудованием и проводит все необходимые тесты для обеспечения безупречного качества продукции. Мы доверяем только экологичным материалам и разрабатываем состав пропиток с помощью профессиональных технологов. При выборе продукции «Эко-Мегаполис» Вы можете быть уверены в ее качестве и надежности. Мы готовы предложить Вам ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,ЭкоЛюкс,Россия,Краснодарский край. Армавир,"Россия, Краснодарский край. г. Армавир, ул. Линейная, д.21",92E31,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ПЕРСОНАЛЬНАЯ ГИГИЕНА","ООО «ЭкоЛюкс» – это современная, активно развивающаяся компания. Обладает достаточными ресурсами и возможностями для осуществления всех этапов процесса производства, включая разработку концепции, дизайн, изготовление тары и упаковки. Благодаря наличию полного производственного цикла, компания осуществляет изготовление продукции не только под собственными торговыми марками, но и контрактное производство. При производстве используются не только уникальные, но и экологичные формулы.",Only Dew; Green Dew,http://ekoluxe.ru,dew@alfahimgroup.ru,79282608504,https://chemicos.ru/ru/company-card-axe?sendcompany=5816,5816,Э,"ООО «ЭкоЛюкс» – это современная, активно развивающаяся компания. Обладает достаточными ресурсами и возможностями для осуществления всех этапов процесса производства, включая разработку концепции, дизайн, изготовление тары и упаковки. Благодаря наличию полного производственного цикла, компания осуществляет изготовление продукции не только под собственными торговыми марками, но и контрактное производство. При производстве используются не только уникальные, но и экологичные формулы. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ПЕРСОНАЛЬНАЯ ГИГИЕНА | Only Dew; Green Dew",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Экотур,Россия,Искитим,"Россия, Новосибирская область, г. Искитим, ул. Кооперативная д.28 к. 1",92B71,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА","Производитель бытовой химии под СТМ. Производство жидких моющих средств, в том числе гелей для стирки.",Экотур,http://экотур.store,,+7-996-548-25-78,https://chemicos.ru/ru/company-card-axe?sendcompany=5848,5848,Э,"Производитель бытовой химии под СТМ. Производство жидких моющих средств, в том числе гелей для стирки. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА | Экотур",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
