event_name,company_name,country,city,address,stand,pavilion,rubrics,product_notes,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,signo_relevance,signo_relevance_action,signo_relevance_reason,signo_relevance_positive_terms,signo_relevance_negative_terms,parse_status,missing_fields,scraped_at,parser_version
ИНТЕРЛАКОКРАСКА-2026,"ГАРТ-УРАЛ, ООО",Россия,Удмуртская Республика,"Россия, 427950, Удмуртская Республика, г. Камбарка, Клубный пер., зд. 5",4E135,ЧАЯНОВ,Оборудование для производства лакокрасочных материалов и получения покрытий; Лабораторные испытания,"Погружные бисерные мельницы, диссольверы и перемешивающие устройства. Размольные корзины, комплектующие к погружным и проточным бисерным мельницам. Системы фильтрации.",http://gart-ural.ru,one182@mail.ru,+7 (922) 515-4252,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378337?&stand=4E135,378337,"Погружные бисерные мельницы, диссольверы и перемешивающие устройства. Размольные корзины, комплектующие к погружным и проточным бисерным мельницам. Системы фильтрации. | Оборудование для производства лакокрасочных материалов и получения покрытий; Лабораторные испытания",maybe,review,mixed: product terms present but equipment/service supplier evidence needs QA review,лакокрасочных материалов; покрытий,equipment_service; оборудование,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ГРАН ХИМИЧЕСКАЯ КОМПАНИЯ, ООО",Россия,Санкт-Петербург,"Россия, 195196, г. Санкт-Петербург, ул. Таллинская, д. 7, литера И, оф. 410",4B025,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Оборудование для производства лакокрасочных материалов и получения покрытий,"ХК «Гран» — дистрибьютор химического сырья для производства ЛКМ, строительных материалов и пластика. Осуществляет поставки оборудования, сырья, предоставляет техническую поддержку.",http://www.ccg78.com,info@ccg78.com,+7 (812) 612-9969,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378235?&stand=4B025,378235,"ХК «Гран» — дистрибьютор химического сырья для производства ЛКМ, строительных материалов и пластика. Осуществляет поставки оборудования, сырья, предоставляет техническую поддержку. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Оборудование для производства лакокрасочных материалов и получения покрытий",maybe,review,mixed: product terms present but equipment/service supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; equipment_service; оборудование; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ДИНАЛАК, ООО",Россия,Ярославская обл.,"Россия, 152240, Ярославская обл., г. Гаврилов-Ям, ул. Победы, д. 74, оф. 16",4A105,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Лакокрасочные материалы промышленного назначения,"ООО «ПК «ДИНАЛАК» производит смолы и лаки для промышленности. Мы разрабатываем аналоги европейских материалов, сочетая качество, технологии и надежность, чтобы наши партнеры получали лучший результат.",http://www.dinalak.ru,dinalak@yandex.ru,+7 (961) 636-1628,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378238?&stand=4A105,378238,"ООО «ПК «ДИНАЛАК» производит смолы и лаки для промышленности. Мы разрабатываем аналоги европейских материалов, сочетая качество, технологии и надежность, чтобы наши партнеры получали лучший результат. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Лакокрасочные материалы промышленного назначения",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; лакокрасочные материалы; лаки; покрытий,raw_material; сырье; вспомогательные материалы; смол,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,ДМЭ АЭРОЗОЛЬ,Россия,Тульская обл.,"Россия, 301212, Тульская обл., р-н Щекинский, р. п. Первомайский, ул. Симферопольская, д. 7",4B120,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Крупнейший производитель диметилового эфира в России и один из крупнейших в Европе. Проектная мощность — 20 000 т/год. Содержание ДМЭ ≥ 99,99 %, воды ≤ 0,005 %. Поставки в танк-контейнерах.",https://dme-aerosol.ru,info@dme-aerosol.ru,+7 (48751) 9-65-81,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378231?&stand=4B120,378231,"Крупнейший производитель диметилового эфира в России и один из крупнейших в Европе. Проектная мощность — 20 000 т/год. Содержание ДМЭ ≥ 99,99 %, воды ≤ 0,005 %. Поставки в танк-контейнерах. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; аэрозол,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ДОБРУС, OOO",Россия,Москва,"Россия, 121205, г. Москва, территория Инновационного центра «Сколково», Большой б-р, д. 62, оф. А 402",2D045,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,"Компания «ДОБРУС» представляет на рынке комплексный портфель добавок для производства ЛКМ. Наш профессиональный опыт подкреплен современной лабораторной базой, расположенной в Инновационном центре «Сколково».",https://dob-rus.ru,sales@dob-rus.ru,+7 (495) 970-9591,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378269?&stand=2D045,378269,"Компания «ДОБРУС» представляет на рынке комплексный портфель добавок для производства ЛКМ. Наш профессиональный опыт подкреплен современной лабораторной базой, расположенной в Инновационном центре «Сколково». | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ЕВРО КЕМИКАЛС, ООО",Россия,Москва,"Россия, г. Москва, ул. Вильгельма Пика, д. 11",2D045,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Лакокрасочные материалы промышленного назначения,"«Евро Кемикалс» — это группа компаний, работающих в области химической торговли и производства и имеющих более чем 12-летний опытом работы в отрасли.",https://eurochemical.ru,hr@eurochemical.ru,+7 (495) 204-1252,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378308?&stand=2D045,378308,"«Евро Кемикалс» — это группа компаний, работающих в области химической торговли и производства и имеющих более чем 12-летний опытом работы в отрасли. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Лакокрасочные материалы промышленного назначения",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; лакокрасочные материалы; покрытий,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ЕВРОХИМ-1 ФУНКЦИОНАЛЬНЫЕ ДОБАВКИ, АО",Россия,Москва,"Россия, 129164, г. Москва, Ракетный б-р, д. 16",4C070,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Материалы для обработки поверхности,"АО «Еврохим-1 ФД» предлагает полный спектр функциональных добавок для лакокрасочных и композитных материалов, покрытий, клея и герметиков, сырье для полимеризации, декора и многое другое.",http://www.eurohim.ru,lkm1@eurohim.ru,+7 (495) 150-5105,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378338?&stand=4C070,378338,"АО «Еврохим-1 ФД» предлагает полный спектр функциональных добавок для лакокрасочных и композитных материалов, покрытий, клея и герметиков, сырье для полимеризации, декора и многое другое. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Материалы для обработки поверхности",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; герметик,raw_material; сырье; вспомогательные материалы; добавк,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,ЕМКЕМИКАЛС,Россия,Москва,"Россия, 125424, г. Москва, Волоколамское ш., д. 71, корп. 5, пом. 3",4A047,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Производитель микрокальцита, барита и сульфата бария. А также трейдинговая компания, поставляющая смолы, каолины, мел, диоксид титана и прочее химическое сырье.",http://em-chemicals.com,info@em-chemicals.com,+7 (495) 723-3607,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/379999?&stand=4A047,379999,"Производитель микрокальцита, барита и сульфата бария. А также трейдинговая компания, поставляющая смолы, каолины, мел, диоксид титана и прочее химическое сырье. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; смол; диоксид титана,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ЕТС, Группа Компаний, ООО",Россия,Санкт-Петербург,"Россия, 198216, г. Санкт-Петербург, Ленинский просп., д. 140, литера Л",2D010,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,ГК ЕТС — крупнейший в России и странах СНГ поставщик сырья для производства лакокрасочных материалов и покрытий. Предлагаем широкий спектр продуктов.,http://www.utsrus.com,anna.lebedeva@utsrus.com,+7 (812) 389-5555,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/379994?&stand=2D010,379994,ГК ЕТС — крупнейший в России и странах СНГ поставщик сырья для производства лакокрасочных материалов и покрытий. Предлагаем широкий спектр продуктов. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ЗАВОД МЕТАЛЛОТАРА, ООО",Россия,Воронежская обл.,"Россия, 396920, Воронежская обл., Семилукский р-н, с. Землянск, Садовая ул., д. 24",2E065,ВАВИЛОВ,"Тара и упаковка, фасовка","ООО «Завод ""Металлотара» — современное динамично развивающееся предприятие, выпускающее металлическую тару, обладающее большими производственными мощностями, оснащенное современным оборудованием.",http://www.metara.ru,metara@mail.ru,+7 (473) 333-5833,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378334?&stand=2E065,378334,"ООО «Завод ""Металлотара» — современное динамично развивающееся предприятие, выпускающее металлическую тару, обладающее большими производственными мощностями, оснащенное современным оборудованием. | Тара и упаковка, фасовка",no,exclude,equipment_service: poor fit pure equipment/logistics/service supplier,,equipment_service; оборудование,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,ЗАВОЛЖСКИЙ ПИГМЕНТ,Россия,Ивановская обл.,"Россия, 155800, Ивановская обл., г. Кинешма, ул. им. Ленина, д. 50",2D045,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Производитель и поставщик пигментных паст, кислотных, прямых и основных красителей для производства лакокрасочных материалов, пластиков, ПВХ-материалов, кожи, товаров детского творчества и других направлений.",http://www.z-pigment.ru,info@z-pigment.com,+7 (493) 315-4940,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378258?&stand=2D045,378258,"Производитель и поставщик пигментных паст, кислотных, прямых и основных красителей для производства лакокрасочных материалов, пластиков, ПВХ-материалов, кожи, товаров детского творчества и других направлений. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; пигмент,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,ЗТИ МЕТАЛЛПАК,Россия,Московская обл.,"Россия, 141733, Московская обл., г. Лобня, ул. Гагарина, д. 16",4E055,ЧАЯНОВ,"Тара и упаковка, фасовка","ООО «ЗТИ Металлпак» предлагает современные виды упаковочных решений для фасовки, хранения и транспортировки химической и пищевой продукции.",http://www.metallpak.ru,info@metalpak.ru,+7 (495) 577-7557,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378232?&stand=4E055,378232,"ООО «ЗТИ Металлпак» предлагает современные виды упаковочных решений для фасовки, хранения и транспортировки химической и пищевой продукции. | Тара и упаковка, фасовка",maybe,review,insufficient_public_evidence: manual review,,,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ИНДЛАК, ООО",Россия,Москва,"Россия, 124460, г. Москва, г. Зеленоград, 2-й Западный пр-д, д. 1, стр. 1, пом. I, комн. 71",2D015,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Разработка и производство добавок, смол и пигментных концентратов для производства ЛКМ, композитных материалов и смежных отраслей, начиная с 2001 года!",http://www.indlak.ru,tdindlak@yandex.ru,+7 (495) 730-1234,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378234?&stand=2D015,378234,"Разработка и производство добавок, смол и пигментных концентратов для производства ЛКМ, композитных материалов и смежных отраслей, начиная с 2001 года! | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; смол; пигмент,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ИНКОМПРО, ООО",Россия,Санкт-Петербург,"Россия, 194017, г. Санкт-Петербург, Гданьская ул., д. 17, литера А, пом. 5Н",2D085,ВАВИЛОВ,"Дозирующее оборудование; Тара и упаковка, фасовка","ООО «ИнКомПро» — поставщик и интегратор технологического оборудования. Мы предлагаем комплексные решения под ключ: от проектирования и подбора техники до поставки, монтажа, пусконаладки и сервисного обслуживания. Наша цель — повысить эффективность и рентабельность вашего производства за счет внедрения современного надежного оборудования. Основные типы оборудования: — для производства клеев, герметиков и лакокрасочной продукции; — для фасовки вязких продуктов в картриджи, тубы, файл-пакеты; — для производства и наполнения туб, аэрозольных баллонов; — для розлива в банки, канистры, бочки; — эмульгирующие смесители и гомогенизаторы.",http://www.inkompro.ru,trade@inkompro.ru,+7 (812) 467-8779,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378399?&stand=2D085,378399,"ООО «ИнКомПро» — поставщик и интегратор технологического оборудования. Мы предлагаем комплексные решения под ключ: от проектирования и подбора техники до поставки, монтажа, пусконаладки и сервисного обслуживания. Наша цель — повысить эффективность и рентабельность вашего производства за счет внедрения современного надежного оборудования. Основные типы оборудования: — для производства клеев, герметиков и лакокрасочной продукции; — для фасовки вязких продуктов в картриджи, тубы, файл-пакеты; — для производства и наполнения туб, аэрозольных баллонов; — для розлива в банки, канистры, бочки; — эмульгирующие смесители и гомогенизаторы. | Дозирующее оборудование; Тара и упаковка, фасовка",no,exclude,equipment_service: poor fit pure equipment/logistics/service supplier,герметик; аэрозол,equipment_service; оборудование; смесител; монтаж,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"ИНТЕРХИММЕТ, ООО",Россия,Санкт-Петербург,"Россия, 195196, г. Санкт-Петербург, ул. Таллинская, д. 7, литера И, пом. 5Н, оф. 415",4B165,ЧАЯНОВ,Материалы для обработки поверхности; Профессиональные средства для смывки ЛКП,"ООО «ИнтерХиммет» — разработчик и производитель промышленной химии для подготовки поверхности металла к нанесению защитных покрытий серии «КОМПО»: кислотных и щелочных обезжиривателей, флюсов, смывок.",http://www.interchemmet.com,mp@interchemmet.com,+7 (812) 449-2195,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378423?&stand=4B165,378423,"ООО «ИнтерХиммет» — разработчик и производитель промышленной химии для подготовки поверхности металла к нанесению защитных покрытий серии «КОМПО»: кислотных и щелочных обезжиривателей, флюсов, смывок. | Материалы для обработки поверхности; Профессиональные средства для смывки ЛКП",yes,keep,product_manufacturer: likely packaged coating/chemical product target,защитных покрытий; покрытий,,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"КАМЕЛОТ ПАБЛИШИНГ, ООО",Россия,Москва,"Россия, г. Москва, Киевское ш., 22-й км, д. 4, стр. 1, корп. Б, оф. 506б",4E172,ЧАЯНОВ,Новые технологии и научные разработки,"Издательский дом «Камелот Паблишинг» предлагает вашему вниманию научно–технические журналы «Газовая промышленность» (учредитель журнала — ПАО «Газпром»), «Территория НЕФТЕГАЗ».",http://www.neftegas.info,office@neftegas.info,+7 (495) 240-5457,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/380000?&stand=4E172,380000,"Издательский дом «Камелот Паблишинг» предлагает вашему вниманию научно–технические журналы «Газовая промышленность» (учредитель журнала — ПАО «Газпром»), «Территория НЕФТЕГАЗ». | Новые технологии и научные разработки",maybe,review,insufficient_public_evidence: manual review,,,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,КАРРИДЖА,Россия,Санкт-Петербург,"Россия, 197375, г. Санкт-Петербург, ул. Автобусная, д. 5, литера Б, пом. 314-2",2D140,ВАВИЛОВ,"Дозирующее оборудование; Тара и упаковка, фасовка","Кампания «Карриджа» производит оборудование следующего назначения: для дозирования технических жидкостей в потребительскую и промышленную тару, для наклейки этикеток на все виды тары.",http://www.karrija.ru,newtechnologies@inbox.ru,+7 (921) 311-7459,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378881?&stand=2D140,378881,"Кампания «Карриджа» производит оборудование следующего назначения: для дозирования технических жидкостей в потребительскую и промышленную тару, для наклейки этикеток на все виды тары. | Дозирующее оборудование; Тара и упаковка, фасовка",no,exclude,equipment_service: poor fit pure equipment/logistics/service supplier,,equipment_service; оборудование,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,КВАРЦВЕРКЕ УЛЬЯНОВСК,Россия,Ульяновская обл.,"Россия, 432011, Ульяновская обл., г. Ульяновск, ул. Радищева, д. 116а",4E130,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,"«Кварцверке» — ведущий производитель и поставщик кварцевого песка и муки, широкой линейки минеральных наполнителей для разных отраслей промышленности. Наше сырье – правильный выбор для вашего бизнеса!",https://qw-russia.ru,sand@qwvostok.ru,+7 (8422) 759-022,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/379998?&stand=4E130,379998,"«Кварцверке» — ведущий производитель и поставщик кварцевого песка и муки, широкой линейки минеральных наполнителей для разных отраслей промышленности. Наше сырье – правильный выбор для вашего бизнеса! | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив,raw_material; сырье; вспомогательные материалы; наполнител,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"КЕМИКАЛ ТЕХНОЛОДЖИС, ООО",Россия,Московская обл.,"Россия, 141707, Московская обл., г. Долгопрудный, Лихачёвский просп., д. 46, стр. 3, пом. 44",4C110,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Материалы для обработки поверхности,"Наша сфера деятельности — перламутровые и алюминиевые пигменты, глиттеры, пластиковые, стеклянные шарики, водные связующие, а также другие материалы для создания визуальных и тактильных эффектов.",http://кемтек.рф,kt@chem-technologies.ru,+7 (495) 532-1218,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/380735?&stand=4C110,380735,"Наша сфера деятельности — перламутровые и алюминиевые пигменты, глиттеры, пластиковые, стеклянные шарики, водные связующие, а также другие материалы для создания визуальных и тактильных эффектов. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Материалы для обработки поверхности",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; пигмент,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"КОЕЛГАМРАМОР, ООО",Россия,Челябинская обл.,"Россия, 456576, Челябинская обл., Еткульский р-н, с. Коелга, ул. Заводская, д. 3",4C055,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,ООО «Коелгамрамор» является одним из ведущих производителей наполнителей высокой белизны для ЛКМ. Перечень выпускаемой продукции насчитывает более 40 марок. Имеет широкую сеть региональных складов.,http://www.koelgacarb.ru,koelgaooo@mail.ru,+7 (351) 200-3393,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378326?&stand=4C055,378326,ООО «Коелгамрамор» является одним из ведущих производителей наполнителей высокой белизны для ЛКМ. Перечень выпускаемой продукции насчитывает более 40 марок. Имеет широкую сеть региональных складов. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив,raw_material; сырье; вспомогательные материалы; наполнител,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"КОНСТАНТА, ООО",Россия,Санкт-Петербург,"Россия, 198097, г. Санкт-Петербург, Огородный пер., д. 21",2D145,ВАВИЛОВ,Контрольно-измерительное оборудование; Лабораторное оборудование,Разработка и производство приборов и оборудования для контроля качества покрытий всех типов и качества ЛКМ. Дополнительное профессиональное обучение по программам повышения квалификации.,https://constanta.ru,k-m@constanta.ru,"+7 (812) 339-9264, 309-0199",https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378262?&stand=2D145,378262,Разработка и производство приборов и оборудования для контроля качества покрытий всех типов и качества ЛКМ. Дополнительное профессиональное обучение по программам повышения квалификации. | Контрольно-измерительное оборудование; Лабораторное оборудование,maybe,review,mixed: product terms present but equipment/service supplier evidence needs QA review,покрытий,equipment_service; оборудование,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"КОНСТАНТА, ООО",Россия,Москва,"Россия, 101000, г. Москва, ул. Мясницкая, д. 30/1/2, стр. 2",2B005,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,"ГК «КОНСТАНТА» является поставщиком химического сырья. На нашем стенде вы сможете ознакомиться с различными добавками для производства ЛКМ: диоксидом титана, коалесцентами, пигментами, смолами, эфирами целлюлозы, воском и др.",http://www.constantachem.com,plusconstanta@gmail.com,+7 (916) 459-6077,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/379992?&stand=2B005,379992,"ГК «КОНСТАНТА» является поставщиком химического сырья. На нашем стенде вы сможете ознакомиться с различными добавками для производства ЛКМ: диоксидом титана, коалесцентами, пигментами, смолами, эфирами целлюлозы, воском и др. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив,raw_material; сырье; вспомогательные материалы; смол; добавк; пигмент,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"КРАС, ООО",Россия,Москва,"Россия, 109382, г. Москва, ул. Люблинская, д. 141, пом. 6",2C120,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Оборудование для производства лакокрасочных материалов и получения покрытий; Оборудование для нанесения лакокрасочных материалов; Оборудование по подбору цвета; Порошковые покрытия,Торговля оптовая химическими продуктами.,http://www.huachen-russia.ru,info@huachen-russia.ru,+7 (495) 161-8118,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378340?&stand=2C120,378340,Торговля оптовая химическими продуктами. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Оборудование для производства лакокрасочных материалов и получения покрытий; Оборудование для нанесения лакокрасочных материалов; Оборудование по подбору цвета; Порошковые покрытия,maybe,review,mixed: product terms present but equipment/service supplier evidence needs QA review,лакокрасочных материалов; порошковые покрытия; покрытия; покрытий,raw_material; equipment_service; оборудование; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,"КРАСКИ И ЛАКИ, ООО (ТОАСONE™)",Россия,Санкт-Петербург,"Россия, 192177, г. Санкт-Петербург, вн. тер. г. муниципальный округ Рыбацкое, ул. Караваевская, д. 57, литера Б, пом. 14-н, оф. 1",4A015,ЧАЯНОВ,"Антикоррозионные лакокрасочные материалы, защитные покрытия; Лакокрасочные материалы промышленного назначения","Производство промышленных профессиональных лакокрасочных материалов различного назначения на основе кремнеорганики, эпоксида, полиуретана, акрила, алкида и на других модифицированных основах.",http://www.toacone.ru,oal@toacone.ru,+7 (812) 971-1093,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/380774?&stand=4A015,380774,"Производство промышленных профессиональных лакокрасочных материалов различного назначения на основе кремнеорганики, эпоксида, полиуретана, акрила, алкида и на других модифицированных основах. | Антикоррозионные лакокрасочные материалы, защитные покрытия; Лакокрасочные материалы промышленного назначения",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; лакокрасочные материалы; антикоррозионные; лаки; краски; покрытия,raw_material; эпоксид,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
