event_name,event_dates,company_name,company_short_name,company_name_eng,products,country,country_codes,city,address,stand,pavilion,rubrics,rubrics_eng,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,request_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,short_name_check,products_check,qa_notes,signo_status,repeat_reason,matched_crm_email,matched_crm_domain,matched_crm_company,candidate_emails,candidate_top_domains,source_sheet,source_removed_reason,website_email_status,website_email_source_url,website_email_notes,main email,main_email_reason
Агросалон 2026,6–9 октября 2026,Контрактпол,Контрактпол,Kontraktpol,"другое из группы «комплектующие, запасные части, принадлежности»",Россия,RUS,,,B2.40,,"Снабжение запасными частями; Другое из группы «Комплектующие, запасные части, принадлежности»","Spare parts supply; Others from the group ""Components, spare parts, accessories""","Компания ""Контрактпол"" - производитель и дистрибутор запасных частей для сельскохозяйственной техники. Наша специализация - рабочие органы для почвообработки, кормозаготовки, комбайнов и сеялок. Производство находится в белорусском городе Молодечно. В данный момент мы выпускаем около 500 товарных позиций. Более 50000 запчастей доступны на наших складах в России и Беларуси.",,https://kontraktpol.org/,info@kontraktpol.org,+7 (4812) 41-77-70,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33793,33793,3018,keep,"Контрактпол | Россия | Снабжение запасными частями; Другое из группы «Комплектующие, запасные части, принадлежности» | Компания ""Контрактпол"" - производитель и дистрибутор запасных частей для сельскохозяйственной техники. Наша специализация - рабочие органы для почвообработки, кормозаготовки, комбайнов и сеялок. Производство находится в белорусском городе Молодечно. В данный м",parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@kontraktpol.org,kontraktpol.org,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@kontraktpol.org,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Краснокамский РМЗ,Краснокамский РМЗ,Krasnokamsky RMZ,другое из раздела «машины и оборудование для обработки скошенного материала»,Россия,RUS,,,E5.10,,Другое из раздела «Машины и оборудование для обработки скошенного материала»,Others in the Segment Machinery and equipment for processing cut material,"Производство уникального кормозаготовительного оборудования с 2003 года для технологии «Сенаж в упаковке»: пресс-подборщики, скоростные упаковщики, резчики рулонов, навесные фронтальные погрузчики.",,https://senazh.online/,agro@krmz.info,+7(342) 255-40-51,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33984,33984,3577,keep,"Краснокамский РМЗ | Россия | Другое из раздела «Машины и оборудование для обработки скошенного материала» | Производство уникального кормозаготовительного оборудования с 2003 года для технологии «Сенаж в упаковке»: пресс-подборщики, скоростные упаковщики, резчики рулонов, навесные фронтальные погрузчики.",parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,agro@krmz.info,,Краснокамский Завод,agro@krmz.info,krmz.info; senazh.online,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,agro@krmz.info,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ЛЕМКЕН-РУС,ЛЕМКЕН-РУС,LEMKEN-RUS,дисковые бороны,Россия,RUS,,,F8.30,,"Полунавесные плуги; Другое из раздела ""Плуги""; Пропашные культиваторы; Короткие культиваторы; Дисковые бороны",Semi-mounted ploughs; Others in the Segment Ploughs; Peeling cultivators; Plough cultivators; Disc harrows,"Компания LEMKEN делает очень много, чтобы заниматься сельским хозяйством было выгодно. Мы предлагаем почвообрабатывающие орудия, сеялки, пропашные машины, распределители удобрений, а также умные решения для обработки сельскохозяйственных данных",,https://www.lemken.com,k.kuznetsova@lemken.ru,+74843157000,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33922,33922,3354,keep,"ЛЕМКЕН-РУС | Россия | Полунавесные плуги; Другое из раздела ""Плуги""; Пропашные культиваторы; Короткие культиваторы; Дисковые бороны | Компания LEMKEN делает очень много, чтобы заниматься сельским хозяйством было выгодно. Мы предлагаем почвообрабатывающие орудия, сеялки, пропашные машины, распределители удобрений, а также умные решения для обработки сельскохозяйственных данных",parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,k.kuznetsova@lemken.ru,lemken.ru; lemken.com,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,k.kuznetsova@lemken.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Лекта,Лекта,Leqta,сельскохозяйственная техника и оборудование,Россия,RUS,,,С3.22,,Метеорологические станции; Программное обеспечение для управления,Meteorological stations; Management software,"Лекта создаёт интеллектуальную экосистему для современного сельского хозяйства, объединяя собственное оборудование, программное обеспечение и технологии анализа данных.",,https://leqta.ru,info@leqta.ru,+79994200581,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33881,33881,3257,keep,"Лекта | Россия | Метеорологические станции; Программное обеспечение для управления | Лекта создаёт интеллектуальную экосистему для современного сельского хозяйства, объединяя собственное оборудование, программное обеспечение и технологии анализа данных.",parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@leqta.ru,leqta.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@leqta.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Ловол Рус,Ловол Рус,"Weichai Lovol Intelligent Agricultural Technology Co., Ltd.",колесные тракторы; барабанные комбайны,Россия,RUS,,,E.9.10.,,Колесные тракторы; Барабанные комбайны,Wheeled tractors; Drum harvesters,"Weichai Lovol Intelligent Agricultural Technology Co., Ltd: надёжная сельхозтехника из Китая. LOVOL предлагает комплексные решения для сельского хозяйства: разрабатывает высокотехнологичные, интеллектуальные тракторы и комбайны, навесное оборудование и запчасти, оказывает сервисную поддержку. Высокое качество, выгодная цена, поставки в 120+ стран. Адрес: Москва, Ленинский проспект 111/к1, оф 86/3.",,https://ru.lovol.com/,ermolaev@lovolagro.ru,+79639106535,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33982,33982,3554,keep,"Ловол Рус | Россия | Колесные тракторы; Барабанные комбайны | Weichai Lovol Intelligent Agricultural Technology Co., Ltd: надёжная сельхозтехника из Китая. LOVOL предлагает комплексные решения для сельского хозяйства: разрабатывает высокотехнологичные, интеллектуальные тракторы и комбайны, навесное оборудование и запчаст",parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,ermolaev@lovolagro.ru,lovolagro.ru; lovol.com,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,ermolaev@lovolagro.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Луч,Луч,LUCH,запчасти и комплектующие для сельхозтехники; сельскохозяйственная техника и оборудование,Россия,RUS,,,B7.20,,Снабжение запасными частями,Spare parts supply,"Мы специализируемся на производстве и реализации рабочих органов, шин, колесных дисков и ступиц для широкой линейки отечественной и зарубежной с/х, дорожно-строительной и коммунальной техники.",,https://agro-luch.ru,sales@luchllc.ru,88002508644,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33767,33767,2941,keep,"Луч | Россия | Снабжение запасными частями | Мы специализируемся на производстве и реализации рабочих органов, шин, колесных дисков и ступиц для широкой линейки отечественной и зарубежной с/х, дорожно-строительной и коммунальной техники.",parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,sales@luchllc.ru,luchllc.ru; agro-luch.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,sales@luchllc.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,МЕГАПАРТСАГРО,МЕГАПАРТСАГРО,MEGAPARTSAGRO,запчасти и комплектующие для сельхозтехники,Россия,RUS,,,C7.20,,Снабжение запасными частями,Spare parts supply,Эксклюзивный дистрибьютор прикатывающих колес и катков бренда OTICO (Франция).,,https://otico.ru,mail@partsagro.ru,+74733003066,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33792,33792,3017,keep,МЕГАПАРТСАГРО | Россия | Снабжение запасными частями | Эксклюзивный дистрибьютор прикатывающих колес и катков бренда OTICO (Франция).,parsed,,2026-09-21T05:10:25Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,mail@partsagro.ru,partsagro.ru; otico.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,mail@partsagro.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,МЕЛЬИНВЕСТ,МЕЛЬИНВЕСТ,MELINVEST,машины и оборудование для сушки зерна,Россия,RUS,,,C7.40,,Машины и оборудование для сушки зерна,Machines and equipment for drying grain,"АО «Мельинвест» производит полный спектр оборудования для мельнично-элеваторной, крупяной, комбикормовой промышленности, а также оборудования для масложировой отрасли.",,,,,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33814,33814,3090,keep,"МЕЛЬИНВЕСТ | Россия | Машины и оборудование для сушки зерна | АО «Мельинвест» производит полный спектр оборудования для мельнично-элеваторной, крупяной, комбикормовой промышленности, а также оборудования для масложировой отрасли.",parsed,,2026-09-21T05:10:25Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,,,official_forms_api,,not_attempted,,,,no public email
Агросалон 2026,6–9 октября 2026,Маштехагро,Маштехагро,MTA,почвообрабатывающая техника; запчасти и комплектующие для сельхозтехники; сельскохозяйственная техника и оборудование,Россия,RUS,,,B8.20,,Полунавесные плуги; Снабжение запасными частями,Semi-mounted ploughs; Spare parts supply,"Маштехагро (сокр. наименование МТА) специализируется на поставках комплектующих под товарным знаком Inagrum для почвообрабатывающей техники. Основное направление деятельности - качественные аналоги рабочих органов плугов, дисковых борон таких марок как Lemken, Kverneland, Amazone, Horsch и российских производителей техники. Inagrum – это запасные части напрямую от завода-производителя. Inagrum - это качество и надёжность",,,market@inagrum.ru,+79107190220,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33798,33798,3029,keep,"Маштехагро | Россия | Полунавесные плуги; Снабжение запасными частями | Маштехагро (сокр. наименование МТА) специализируется на поставках комплектующих под товарным знаком Inagrum для почвообрабатывающей техники. Основное направление деятельности - качественные аналоги рабочих органов плугов, дисковых борон таких марок как Lemken,",parsed,,2026-09-21T05:10:25Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,market@inagrum.ru,inagrum.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,market@inagrum.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,НАВИГАТОР - НОВОЕ МАШИНОСТРОЕНИЕ,НАВИГАТОР - НОВОЕ МАШИНОСТРОЕНИЕ,NAVIGATOR - NM,кормозаготовительная техника; погрузочная и транспортная техника; сельскохозяйственная техника и оборудование,Россия,RUS,,,B7.25,,Прессы для круглых тюков,Round bale presses,"Навигатор-НМ-завод по производству кормозаготовительной техники(грабли,пресс-подборщики,подборщики-транспортировщики,упаковщики,резчик рулонов)Ведущий производитель рулонных пресс-подборщиков в России",,https://www.nm-agro.ru,mail@nm-agro.ru,+7 342 258 09 00,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33939,33939,3381,keep,"НАВИГАТОР - НОВОЕ МАШИНОСТРОЕНИЕ | Россия | Прессы для круглых тюков | Навигатор-НМ-завод по производству кормозаготовительной техники(грабли,пресс-подборщики,подборщики-транспортировщики,упаковщики,резчик рулонов)Ведущий производитель рулонных пресс-подборщиков в России",parsed,,2026-09-21T05:10:25Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,mail@nm-agro.ru,,Навигатор НМ,mail@nm-agro.ru,nm-agro.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,mail@nm-agro.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ОНИИП,ОНИИП,ONIIP,сельскохозяйственная техника и оборудование,Россия,RUS,,,C6.10,,Другое из раздела «Сельскохозяйственная электроника»,"Others in the Segment ""Agricultural electronics""","АО""ОНИИП""-это современное научно-производственное предприятие. Одно из направлений деятельности-автоматизированная система управления для животноводства ""АСУ-АГРО""",,https://www.onip.ru,info@onip.ru,+7(3812)448637,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33882,33882,3258,keep,"ОНИИП | Россия | Другое из раздела «Сельскохозяйственная электроника» | АО""ОНИИП""-это современное научно-производственное предприятие. Одно из направлений деятельности-автоматизированная система управления для животноводства ""АСУ-АГРО""",parsed,,2026-09-21T05:10:25Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@onip.ru,onip.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@onip.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ОПАЛЛ-АГРИ,ОПАЛЛ-АГРИ,OPALL-AGRI,"другое из группы «комплектующие, запасные части, принадлежности»",Россия,RUS,,,E8.20,,"Другое из раздела ""Плуги""; Другое из группы «Комплектующие, запасные части, принадлежности»","Others in the Segment Ploughs; Others from the group ""Components, spare parts, accessories""","OPaLL-AGRI - один из крупнейших производителей с/х техники и запасных частей в Европе. Производственная линейка включает плуги, культиваторы, дискаторы и глубокорыхлители. Благодаря использованию качественного сырья, жесткому контролю на всех этапах производства выпускаемая продукция долговечна. На территории РФ официальный представитель - компания «Техно-Снаб», расположенная в Пензенской области.",,https://t-snab.com,info@t-snab.com,88007008498,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33941,33941,3389,keep,"ОПАЛЛ-АГРИ | Россия | Другое из раздела ""Плуги""; Другое из группы «Комплектующие, запасные части, принадлежности» | OPaLL-AGRI - один из крупнейших производителей с/х техники и запасных частей в Европе. Производственная линейка включает плуги, культиваторы, дискаторы и глубокорыхлители. Благодаря использованию качественного сырья, жесткому контролю на всех этапах производст",parsed,,2026-09-21T05:10:25Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,info@t-snab.com,,Техно Снаб,info@t-snab.com,t-snab.com,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@t-snab.com,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ПАРТСМЕНЕДЖЕР,ПАРТСМЕНЕДЖЕР,PARTSMANAGER,"другое из группы «комплектующие, запасные части, принадлежности»",Россия,RUS,,,C8.30,,"Снабжение запасными частями; Другое из группы «Комплектующие, запасные части, принадлежности»","Spare parts supply; Others from the group ""Components, spare parts, accessories""","ООО «ТК ПАРТСМЕНЕДЖЕР» является ведущим российским производителем и поставщиком альтернативных запчастей, узлов и агрегатов для импортной сельскохозяйственной техники JOHN DEERE и CLAAS. Наша компания обладает собственным современным складом площадью 1500 квадратных метров, расположенным в Кстовском районе Нижегородской области.",,https://partsmanager.ru/,jd@partsmanager.ru,+7 800 350 79 80,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33862,33862,3216,keep,"ПАРТСМЕНЕДЖЕР | Россия | Снабжение запасными частями; Другое из группы «Комплектующие, запасные части, принадлежности» | ООО «ТК ПАРТСМЕНЕДЖЕР» является ведущим российским производителем и поставщиком альтернативных запчастей, узлов и агрегатов для импортной сельскохозяйственной техники JOHN DEERE и CLAAS. Наша компания обладает собственным современным складом площадью 1500 квад",parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,jd@partsmanager.ru,partsmanager.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,jd@partsmanager.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ПЕНЗМАШ,ПЕНЗМАШ,PENZMASH,барабанные комбайны; роторные комбайны; другое из раздела «машины и оборудование для комбайновой уборки»,Россия,RUS,,,B5.30,,Барабанные комбайны; Роторные комбайны; Другое из раздела «Машины и оборудование для комбайновой уборки»,"Drum harvesters; Rotary harvesters; Others in the Segment ""Machines and equipment for combine harvesting""","ПАО «ПЕНЗМАШ» специализируется на выпуске оборудования для уборки и переработки сельхозпродукции, оборудования для пищевой промышленности и широкой гаммы потребительских товаров.",,https://penzmash.ru/,penzmash@yandex.ru,"+7(8412) 32-49-33, 36-95-26",https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33950,33950,3404,keep,"ПЕНЗМАШ | Россия | Барабанные комбайны; Роторные комбайны; Другое из раздела «Машины и оборудование для комбайновой уборки» | ПАО «ПЕНЗМАШ» специализируется на выпуске оборудования для уборки и переработки сельхозпродукции, оборудования для пищевой промышленности и широкой гаммы потребительских товаров.",parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,penzmash@yandex.ru,,Пензенский машиностроительный завод,penzmash@yandex.ru,penzmash.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,penzmash@yandex.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ПОЛЫМЯ,ПОЛЫМЯ,POLYMYA,машины и оборудование для транспортировки зерна; машины и оборудование для сушки зерна,Беларусь; Россия,BLR; RUS,,,E5.22,,Машины и оборудование для транспортировки зерна; Машины и оборудование для сушки зерна,Machines and equipment for grain transportation; Machines and equipment for drying grain,"ПОЛЫМЯ — кластер, объединяющий собственное производство оборудования для АПК, сервис, инжиниринг, проектирование и строительство объектов сельхозназначения. Все производство сосредоточено в Беларуси, в ЗАО «Борисовский завод «Металлист». В ассортименте зерносушильное оборудование и оборудование для подготовки семян, оборудование для производства комбикормов, а также запасные части к сельскохозяйственной технике.",,https://polymya.com/,info@metallist.by; rf@polymya.com,+375445001414; +79038533889,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33819,33819,3119,keep,"ПОЛЫМЯ | Беларусь; Россия | Машины и оборудование для транспортировки зерна; Машины и оборудование для сушки зерна | ПОЛЫМЯ — кластер, объединяющий собственное производство оборудования для АПК, сервис, инжиниринг, проектирование и строительство объектов сельхозназначения. Все производство сосредоточено в Беларуси, в ЗАО «Борисовский завод «Металлист». В ассортименте зерносу",parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,rf@polymya.com,,Полымя,info@metallist.by; rf@polymya.com,metallist.by; polymya.com,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@metallist.by,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ППУ 21 ВЕК,ППУ 21 ВЕК,PPU 21 VEK,"техника для картофеля, овощей и сахарной свеклы",Россия,RUS,,,F6.20,,Строительство зданий для сельского хозяйства,Agricultural buildings construction,ППУ 21 ВЕК Строительство картофелехранилищ/овощехранилищ Вентиляция VENTOGLAS Контейнеры Утепление ППУ Воздуховоды Миниклубни,,https://www.ppu21.ru,com@ppu21.ru,89015327366,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33951,33951,3405,keep,ППУ 21 ВЕК | Россия | Строительство зданий для сельского хозяйства | ППУ 21 ВЕК Строительство картофелехранилищ/овощехранилищ Вентиляция VENTOGLAS Контейнеры Утепление ППУ Воздуховоды Миниклубни,parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,com@ppu21.ru,ppu21.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,com@ppu21.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ПРИВОДНЫЕ ЦЕПИ,ПРИВОДНЫЕ ЦЕПИ,PRIVODNYE TSEPI,уборочная техника и жатки; посевная техника; кормозаготовительная техника; погрузочная и транспортная техника; сельскохозяйственная техника и оборудование,Россия,RUS,,,B9.60,,Снабжение запасными частями,Spare parts supply,"ООО ПРИВОДНЫЕ ЦЕПИ- поставщик цепей для сельхозтехники, предприятий пищевой и перерабатывающей промышленности. Дистрибьютор заводов UNIVERSAL, CHOHO, DID Компания реализует:  приводные цепи для комбайнов;  пресс-подборщиков, жаток, сеялок,  транспортеры наклонной камеры, зерновые и колосовыеэлеваторы. Продажа по ОЕМ номерам и артикулам.",,https://privod-tsepi.ru; https://p-ts.ru,contact@privod-tsepi.ru; info@p-ts.ru,84957977947; +79030142022,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33938,33938,3380,keep,"ПРИВОДНЫЕ ЦЕПИ | Россия | Снабжение запасными частями | ООО ПРИВОДНЫЕ ЦЕПИ- поставщик цепей для сельхозтехники, предприятий пищевой и перерабатывающей промышленности. Дистрибьютор заводов UNIVERSAL, CHOHO, DID Компания реализует:  приводные цепи для комбайнов;  пресс-подборщиков, жаток, сеялок,  транспортеры нак",parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,contact@privod-tsepi.ru; info@p-ts.ru,privod-tsepi.ru; p-ts.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,contact@privod-tsepi.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ПРОФИЛЕГИБ ДЕТАЛЬ,ПРОФИЛЕГИБ ДЕТАЛЬ,PROFILEGIB DETAIL LLC,колесные тракторы; кабины транспортных средств,Россия,RUS,,,F7.11,,Колесные тракторы; Кабины транспортных средств,Wheeled tractors; Vehicle cabins,"Компания «Профилегиб Деталь» предлагает комплексный подход к решению задач заказчика. Мы не только гнем профили, но и выполняем полный цикл обработки металла, включая резку, сверление, сварку и шлифовку. Это позволяет нам предоставлять готовые решения, которые полностью соответствуют требованиям клиентов.",,https://www.profilegib-detal.ru,o.inshakov@profilegib.com,+79052058645,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33895,33895,3302,keep,"ПРОФИЛЕГИБ ДЕТАЛЬ | Россия | Колесные тракторы; Кабины транспортных средств | Компания «Профилегиб Деталь» предлагает комплексный подход к решению задач заказчика. Мы не только гнем профили, но и выполняем полный цикл обработки металла, включая резку, сверление, сварку и шлифовку. Это позволяет нам предоставлять готовые решения, которые",parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,company-owned domain matched current Twenty repeat index,,profilegib.com,Профилегиб Деталь,o.inshakov@profilegib.com,profilegib.com; profilegib-detal.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,o.inshakov@profilegib.com,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Пегас-Агро,Пегас-Агро,PEGAS-AGRO LLC,другое из раздела «внесение минеральных удобрений»; разбрасыватели минеральных удобрений,Россия,RUS,,,C6.30,,Другое из раздела «Внесение минеральных удобрений»; Разбрасыватели минеральных удобрений,"Others in the Section ""Application of mineral fertilizers""; Fertilizer spreaders","Завод ООО «Пегас-Агро» производит самоходные опрыскиватели-разбрасыватели линейки «Туман». Это инновационная высокопроизводительная техника, предназначенная для внесения минеральных и жидких удобрений, а также гербицидной, инсектицидной и фунгицидной обработки растений в сжатые агротехнические сроки.",,https://pegas-agro.ru/,info@pegas-agro.ru,+7 846 202-59-10,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33987,33987,3619,keep,"Пегас-Агро | Россия | Другое из раздела «Внесение минеральных удобрений»; Разбрасыватели минеральных удобрений | Завод ООО «Пегас-Агро» производит самоходные опрыскиватели-разбрасыватели линейки «Туман». Это инновационная высокопроизводительная техника, предназначенная для внесения минеральных и жидких удобрений, а также гербицидной, инсектицидной и фунгицидной обработки",parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,info@pegas-agro.ru,,ПЕГАС Агро,info@pegas-agro.ru,pegas-agro.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@pegas-agro.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Петербургский тракторный завод,Петербургский тракторный завод,Peterburgsky Traktorny Zavod,колесные тракторы,Россия,RUS,,,E5.10,,Колесные тракторы,Wheeled tractors,"Выпускает с/х тракторы КИРОВЕЦ серии К-7М (300 - 460 л.с.), серии К-5 (250 и 300 л.с.), дорожно-строительные и специальные машины КИРОВЕЦ",,https://kirovets-ptz.com/,market2@sptz.ru,8(812)3634696,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33898,33898,3319,keep,"Петербургский тракторный завод | Россия | Колесные тракторы | Выпускает с/х тракторы КИРОВЕЦ серии К-7М (300 - 460 л.с.), серии К-5 (250 и 300 л.с.), дорожно-строительные и специальные машины КИРОВЕЦ",parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,company-owned domain matched current Twenty repeat index,,kirovets-ptz.com,Петербургский тракторный завод ПТЗ,market2@sptz.ru,sptz.ru; kirovets-ptz.com,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,market2@sptz.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Полиплекс,Полиплекс,POLIPLEX,машины для сенокоса,Россия,RUS,,,B8.65,,Машины для сенокоса,Haymaking machines,"«Полиплекс» выпускает сеновязальный шпагат, сетку сенажную (тюковочную) и паллетную сетку . Качество продукции соответствует требованиям ГОСТ и подтверждено сертификатами соответствия.",,https://poliplex.ru/,polipleks-sh@yandex.ru,+7(347)269-4077(78),https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33778,33778,2972,keep,"Полиплекс | Россия | Машины для сенокоса | «Полиплекс» выпускает сеновязальный шпагат, сетку сенажную (тюковочную) и паллетную сетку . Качество продукции соответствует требованиям ГОСТ и подтверждено сертификатами соответствия.",parsed,,2026-09-21T05:10:26Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,polipleks-sh@yandex.ru,,Полиплекс,polipleks-sh@yandex.ru,poliplex.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,polipleks-sh@yandex.ru,public catalogue/contact email
