event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,detail_cache_file
China Commodity Fair 2026,25–27 августа 2026,"Yiwu Inchel Packaglng Co., Ltd",Yiwu Inchel Packaglng,подарки и товары для праздника,Китай,Москва,"Китай, 322000, YIWU, Yidong Industrial Park, Niansanli Street, Yiwu City, Jinhua City, Zhejiang Province",1D37,1,Подарки и товары для праздника,,,http://www.ywccpackage.com,sales01@ywccpackage.com,+86(182)5898-2219,https://online.gefera.ru/info/ICF26/catalog/fd5860ed-a90d-fd71-9767-6870f4da4c61/,fd5860ed-a90d-fd71-9767-6870f4da4c61,"Компания «CCPACK» основана в 2001 году. Отдел продаж организации расположен в Иу, мировой столице мелкооптовой торговли. В составе группы действуют четыре специализированных завода: фабрика полиэтиленовых почтовых пакетов в Цзиньхуа, производство майларовых пакетов и зип-замков в Цзиньхуа, а также фабрика бумажных пакетов в провинции Цзянси. Совокупная площадь производственных цехов достигает 34 000 квадратных метров, установлено более 200 автоматических линий. Ежедневная мощность составляет 200 тонн, что эквивалентно 10 миллионам пакетов.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,ea59cf94a859f436be9f5cfcb46b6629e72916b9ad1860e7176ce4a9e4339b74,source/detail_pages/detail_fd5860ed-a90d-fd71-9767-6870f4da4c61.html
China Commodity Fair 2026,25–27 августа 2026,"Yiyang Xiangmin Food Industry Co., Ltd",Yiyang Xiangmin Food Industry,продукты питания,Китай,Москва,"Китай, 431000, Иян, Здание А9, Пищевой индустриальный парк Лююаньцяо, район Цзыян, город Иян, провинция Хунань, Китай",1F13,1,Продукты питания и сельскохозяйственная продукция,,DDКлассмейт,"http://Yiyang Xiangmin Food Co., Ltd.",ddtx2020@163.com,+86(737)4898-777,https://online.gefera.ru/info/ICF26/catalog/729b1522-4d6f-6af8-6ab1-ccb8ae9de7d6/,729b1522-4d6f-6af8-6ab1-ccb8ae9de7d6,"Компания «Yiyang Xiangmin Food» расположена в провинции Хунань и является производителем продуктов питания, объединяющим разработку, выпуск и сбыт. Основная специализация — острые приправы, маринованные овощи и готовые закусочные изделия. Предприятие располагает стандартизированными чистыми цехами с полностью автоматическими линиями розлива и упаковки, а также системой контроля безопасности пищевых продуктов, соответствующей международным стандартам. Опираясь на отработанные рецептуры и стабильную цепочку поставок сырья, фирма выпускает флагманскую продукцию: чили-соус, маринованный редис и кислые коровьи бобы в характерном хунаньском стиле. Придерживаясь философии «качество прежде всего, честность как основа деятельности», организация успешно продает продукцию по всей стране и экспортирует во многие зарубежные государства, искренне стремясь к установлению долгосрочных стабильных партнерских отношений с дистрибьюторами и закупщиками по всему миру, чтобы доносить аутентичный вкус хунаньской кухни до глобального потребителя.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,bdc8ff8fe90416ed31989c45b90fab43a9b110156444c1849951ae7b1c61b2f4,source/detail_pages/detail_729b1522-4d6f-6af8-6ab1-ccb8ae9de7d6.html
China Commodity Fair 2026,25–27 августа 2026,"Yongkang ArdaMotor Co., Ltd",Yongkang ArdaMotor,бытовая техника и электроника,Китай,Москва,"Китай, YONGKANG, No. 11 Xingda 3rd Road, Xicheng Street, Yongkang City, Jinhua City, Zhejiang Province",1D43,1,Бытовая техника и электроника,,,https://www.ardamotor.com/,,,https://online.gefera.ru/info/ICF26/catalog/4f470621-02c0-3d36-00a2-71fb49c8cd64/,4f470621-02c0-3d36-00a2-71fb49c8cd64,"Компания «Yongkang Arda Motor», основанная в 2008 году, — это современное предприятие, объединяющее производство, разработку, дизайн и сбыт. Основная специализация организации — двигатели для вытяжек и духовых шкафов, а также электромоторы переменного тока для различной бытовой техники. Предприятие руководствуется концепцией «профессионализм создает классику, инновации ведут в будущее», опираясь на корпоративные ценности стремления, уважения, разнообразия и достижения. Качество служит фундаментом деятельности, а вся производственная цепочка строго контролируется в соответствии с международной системой менеджмента ISO9001-2000. Продукция прошла сертификацию немецкого VDE, европейскую CE, китайскую 3C и другие проверки. Yongkang ArdaMotor Co., Ltd придерживается философии «искреннее сотрудничество, обоюдовыгодное будущее», уделяя первостепенное внимание перспективности разработок, отточенности процессов и высокому качеству клиентского сервиса, и искренне приглашает партнеров посетить завод и обсудить деловое сотрудничество.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,02abaf34e5885c52b74b61d0ddd6b0c4c13b0dc4fbb001f556b925ff678a6583,source/detail_pages/detail_4f470621-02c0-3d36-00a2-71fb49c8cd64.html
China Commodity Fair 2026,25–27 августа 2026,Yongkang City Kexin Daily Necessities Factory,Yongkang City Kexin Daily Necessities Factory,товары для дома и кухни,Китай,Москва,"Россия, 321300, YONGKANG, HUANGDIAN INDUSTRY AREA",1C27,1,Товары для дома и кухни,,,,,+1(350)679-9504,https://online.gefera.ru/info/ICF26/catalog/8c16e863-dfe5-3f73-eb14-5f623bec257e/,8c16e863-dfe5-3f73-eb14-5f623bec257e,Профессиональный производитель термокружек из нержавеющей стали.,detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,42804972fcbb3f4f5db9922f06a7e8e9490354aeb132af1021c39fd646840c8e,source/detail_pages/detail_8c16e863-dfe5-3f73-eb14-5f623bec257e.html
China Commodity Fair 2026,25–27 августа 2026,"Yongkang Kangchuang Import and Export Co., Ltd",Yongkang Kangchuang Import and Export,товары для спорта и фитнеса,Китай,Москва,"Китай, 321300, YONGKANG, 7 FLOOR,JINBI BUILDING",1E29,1,Единый консультационный центр,service/unsuitable category terms excluded: Единый консультационный центр; service/unsuitable category terms excluded: Единый консультационный центр,,https://www.kangch-circle.com/,,+1(785)862-2924,https://online.gefera.ru/info/ICF26/catalog/be84811f-205d-1c23-d339-67287fcf890a/,be84811f-205d-1c23-d339-67287fcf890a,"Компания «Yongkang Kangchuang Import and Export» — предприятие, специализирующееся на комплексных услугах в сфере международной торговли. Основные направления деятельности организации охватывают импорт и экспорт товаров, внутреннее и зарубежное торговое агентирование, международное экспедирование грузов, торговое трудовое посредничество и интернет-продажи.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,0c96271533a31e7f31d099354b9f69279705330f2cf447c7f6b842deef8ebc0f,source/detail_pages/detail_be84811f-205d-1c23-d339-67287fcf890a.html
China Commodity Fair 2026,25–27 августа 2026,"Yongkang Qinuan Industry and Trade Co., Ltd",Yongkang Qinuan Industry and Trade,"подарки и товары для праздника, товары для сада и отдыха, товары для дома и кухни",Китай,Москва,"Китай, 321300, Йонкан, Китай, провинция Чжэцзян, город Цзиньхуа, город Юнкан, район Дунчэн, деревня Чэнтан, старая деревня Чэнтан, д. 269",1B25,1,Подарки и товары для праздника; Товары для сада и отдыха на природе; Товары для дома и кухни,,Sanderson,,kansolz@163.com,+86(187)0579-9217,https://online.gefera.ru/info/ICF26/catalog/a645b07c-e0d2-3eeb-ab9c-8d7ac56644df/,a645b07c-e0d2-3eeb-ab9c-8d7ac56644df,"Наша компания — это современное комплексное предприятие, объединяющее научно-исследовательские разработки, производство и продажи, с основным фокусом на товары для дома, товары для отдыха на открытом воздухе, металлические изделия и пластиковые изделия. Компания располагает пятью специализированными цехами — литьевым, деревообрабатывающим, металлообрабатывающим, пенопластовым и швейным — что обеспечивает полноценную собственную производственную систему с полной производственной цепочкой. Это позволяет реализовать скоординированное взаимодействие различных технологических процессов, поддерживаемое современным оборудованием и строгой технологической системой, подкреплённой богатым производственным опытом. Наша продукция широко применяется в повседневной жизни и в различных промышленных сценариях. Мы обладаем значительными преимуществами в адаптации к сложным требованиям заказчиков, контроле затрат, управлении качеством и выполнении индивидуальных заказов, обеспечивая стабильное высокое качество, которое получило широкое признание на рынке. Компания владеет несколькими патентами на ключевые технологии и предоставляет профессиональные услуги OEM/ODM. Мы неизменно придерживаемся инновац",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,1752530b1ad7551999b0b5cceff2ebfb41aea7d50b5b6bbd4e5cef5a92b5b048,source/detail_pages/detail_a645b07c-e0d2-3eeb-ab9c-8d7ac56644df.html
China Commodity Fair 2026,25–27 августа 2026,"Yongkang Qiqing Industrial and Trade Co., Ltd",Yongkang Qiqing Industrial and Trade,товары для дома и кухни,Китай,Москва,"Китай, YONGKANG, 121 Fenghuang Lane, wutong Mountain, Sikou Lv Village, Xiangzhu Town, Yongkang City, Jinhua City, Zhejiang Province",1B10,1,Товары для дома и кухни,,,https://www.lookeflask.com/,,,https://online.gefera.ru/info/ICF26/catalog/6fb8cd3d-b33c-0d6d-4d82-f096e16fd740/,6fb8cd3d-b33c-0d6d-4d82-f096e16fd740,"Компания «Zhejiang Shuiling Cup Manufacturing», опираясь на более чем сорокалетний опыт, уже свыше десяти лет занимается дизайном, производством и продажей питьевой посуды из нержавеющей стали и outdoor-продукции. Ассортимент организации охватывает вакуумные фляги, бутылки для воды, стаканы и термокружки из нержавеющей стали, винные бокалы, кофейники, пищевые контейнеры и многое другое. Собственная команда дизайнеров предприятия готова превращать новые идеи заказчиков в готовые изделия.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,9cce1cb5c5792117358016d212023db9a93365a08e56f9d153b17801ca0f9269,source/detail_pages/detail_6fb8cd3d-b33c-0d6d-4d82-f096e16fd740.html
China Commodity Fair 2026,25–27 августа 2026,"Yongkang Shuntong Metal Products Co., Ltd",Yongkang Shuntong Metal Products,"бытовая техника и электроника, товары для дома и кухни",Китай,Москва,,1D28,1,Бытовая техника и электроника; Товары для дома и кухни,,,https://ykshuoguo.en.alibaba.com/?spm=a2700.shop_cp.88.9.4c975e2883Ll39,,,https://online.gefera.ru/info/ICF26/catalog/b7ec6001-01a6-9445-7fad-ff7769cf8a4d/,b7ec6001-01a6-9445-7fad-ff7769cf8a4d,"Компания «Yongkang Shuoguo Metal Products», основанная десять лет назад, в индустрии умных замков является ведущим предприятием, специализирующимся на замках прецизионной гравировки. Завод организации занимает площадь 9 500 квадратных метров, а годовая производственная мощность достигает 1 миллиона единиц продукции при ежегодной выручке свыше 500 миллионов юаней.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,2ded72ef643a46cf70af0d9cf52948968068c334654a49bd7488f601c37e58b5,source/detail_pages/detail_b7ec6001-01a6-9445-7fad-ff7769cf8a4d.html
China Commodity Fair 2026,25–27 августа 2026,"Yongkang Sufeng Industry And Trade Co., Ltd",Yongkang Sufeng Industry And Trade,"бытовая техника и электроника, товары для дома и кухни",Китай,Москва,,1E31,1,Бытовая техника и электроника; Товары для дома и кухни,,,https://sufenggongmao.m.en.alibaba.com/?wx_navbar_transparent=true&wx_screen_direc=portrait&_aplus_page_enable=true&tracelog=sellerapp,,,https://online.gefera.ru/info/ICF26/catalog/47d0212f-94a1-a734-2885-fe6c74a58c4b/,47d0212f-94a1-a734-2885-fe6c74a58c4b,"Компания «Yongkang Sufeng Industry And Trade» — это завод, специализирующийся на производстве и обработке измельчителей, аксессуаров к ним, пищевого оборудования, электронных весов и другой продукции. Предприятие располагает полной и научно обоснованной системой управления качеством. Накопив многолетний отраслевой опыт, организация фокусируется на выпуске малых домашних шредеров, компактных коммерческих мясорезок и бытовых мясорубок. Фирма работает на собственном заводе, применяя модель мелкосерийного высокочастотного производства для стабильных и непрерывных поставок. Продукция экспортируется как на внутренний, так и на зарубежные рынки, при этом компания поддерживает OEM-услуги. Предприятие получило признание отрасли за добросовестность, мощный потенциал и качество продукции.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,6bccd143133208cfbc30bd536b47d9772f58f8164476f68a4a41fb9aa5d53352,source/detail_pages/detail_47d0212f-94a1-a734-2885-fe6c74a58c4b.html
China Commodity Fair 2026,25–27 августа 2026,"Yozzi Co., Ltd",Yozzi,детские товары и игрушки,Китай,Москва,"Китай, 322100, Dongyang City, Jinhua City, Yiwu International Trade City,Zhejiang Province,China FACTORY ADD:#208,Beilu West Street,JiangBei District,Dong Yang",1E50,1,Детские товары и игрушки,,shoff; Teddy,http://www.yozzibabycare.com,sales@yozzibaby.com,+86(152)5790-1001,https://online.gefera.ru/info/ICF26/catalog/354be489-8f46-b5fb-fecf-033845850e5f/,354be489-8f46-b5fb-fecf-033845850e5f,"Компания «YOZZI», основанная в 2000 году и базирующаяся в провинции Чжэцзян, располагает производственной базой площадью 50 000 квадратных метров, 19 линиями, чистым цехом и передовыми водными системами. Ежегодный объем выпуска достигает 50 миллионов единиц продукции для ухода за младенцами, бытовой химии и дезинфицирующих средств, поставляемых в более чем 80 стран по OEM и ODM контрактам, а также под собственными брендами, включая SBOOK и SHOFF. За годы работы организация выросла из регионального производителя в Национальное высокотехнологичное предприятие, получив сертификацию GMPC, ISO, FDA и знак «Чжэцзянское производство», участвуя в разработке отраслевых стандартов, открыв филиал в США и зарегистрировав товарные знаки по всему миру в рамках десятилетнего стратегического плана. Недавняя модернизация стоимостью 30 миллионов юаней добавила 9 000 квадратных метров производственных площадей и 2 800 квадратных метров офисных помещений с обновлением оборудования на 90%, что в совокупности поддерживает устойчивое высококачественное глобальное развитие фирмы.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,c31158f3df3e49f2ac07a42711a4a46741cb0f507e0e1c1b3f7a18ae9b6a9560,source/detail_pages/detail_354be489-8f46-b5fb-fecf-033845850e5f.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG HOWELL IMPORT & EXPORT CO., LTD",Zhejiang Howell Import & Export,товары для дома и кухни,Китай,Москва,"Китай, 322000, ИВУ, Комната 401, дом № 420, улица Хуншэнь, Иу, провинция Чжэцзян, Китай",1B46,1,Товары для дома и кухни,,,,steven@howelldaily.com,+86(579)8508-4833,https://online.gefera.ru/info/ICF26/catalog/09d9ec80-9558-4ad9-ea86-450d20d5c76d/,09d9ec80-9558-4ad9-ea86-450d20d5c76d,"Компания «ZHEJIANG HOWELL IMPORT & EXPORT» совмещает собственное производство и экспортную специализацию на бытовых товарах. Ведущие позиции в ассортименте занимают микрофибровые салфетки, печатная микрофибра и пляжные полотенца, коврики для ванных из синели, автомобильные моющие принадлежности, пластиковые кухонные и чистящие изделия, санитарно-гигиенические товары и занавески для душа. Почти за десять лет экспортной деятельности фирма закрепилась на рынках Европы, Северной и Южной Америки, заработала солидную репутацию и выстроила прочные долгосрочные связи с производителями, что позволяет гибко реагировать на запросы покупателей. Продукция пользуется спросом у импортеров, оптовиков и розничных сетей в более чем 30 странах. Опираясь на принципы профессиональной честности и создания ценности, предприятие гарантирует стабильное качество, разумные цены, продуманную упаковку и точные сроки поставок, предлагая стильные и высококлассные решения, которые превращают домашние заботы в удовольствие. Компания рассчитывает на дальнейшее укрепление отношений с заказчиками на равноправной и взаимовыгодной основе и всегда открыта для новых запросов.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,3ac8d641b02c7552031fd8f0cf0edcceb2e64c06dcbde16ec2541ebb730f9962,source/detail_pages/detail_09d9ec80-9558-4ad9-ea86-450d20d5c76d.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG HUACHUN ELECTRIC APPLIANCES CO., LTD",Zhejiang Huachun Electric Appliances,товары для дома и кухни,Китай,Москва,"Китай, YONGKANG, E Zone, 4th Floor, Building 3, Central Warehousing and Logistics Center, No. 888 Jiuzhou West Road, Dongcheng Street, Jinhua City, Zhejiang Province",1E25,1,Товары для дома и кухни,,,http://www.zj-huachun.com,,,https://online.gefera.ru/info/ICF26/catalog/11d4b575-4521-3d42-e776-30f8dd4eb1a4/,11d4b575-4521-3d42-e776-30f8dd4eb1a4,"Компания «Zhejiang Huachun Electric Appliances», основанная в мае 2016 года, специализируется на разработке, дизайне, производстве и продаже экологичного кухонного оборудования для отелей, домашнего использования, дворов и кемпинга на открытом воздухе. Ассортимент организации включает электрические грили, сковороды, горячие плиты, сковороды для пиццы, комбинированные устройства «гриль и хот-пот», угольные грили и уличные печи. Миссия предприятия строится вокруг здоровья, безопасности, заботы об окружающей среде и вкусной еды. ZHEJIANG HUACHUN ELECTRIC APPLIANCES CO., LTD придерживается деловой политики честности, взаимовыгодного сотрудничества и сервиса на первом месте, обеспечивая долгосрочную стабильную кооперацию по всей цепочке поставок, своевременную отгрузку высококачественной продукции и постоянное повышение качества обслуживания для уверенности потребителей. Обладая независимыми правами на импорт и экспорт, компания успешно продает продукцию на рынках Европы, Америки, Австралии, Ближнего Востока, Юго-Восточной Азии и внутри Китая, а собственный завод с более чем десятилетним отраслевым опытом делает организацию надежным стратегическим партнером для многих международных клие",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,1b6de8a748ee15f1b4c71297ae84e3184034fc4fdb104f8d5cc9a5948728cd54,source/detail_pages/detail_11d4b575-4521-3d42-e776-30f8dd4eb1a4.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG JINSAOZI INDUSTRY & TRADE CO., LTD",Zhejiang Jinsaozi Industry & Trade,товары для дома и кухни,Китай,Москва,"Россия, 321300, YONGKANG, NO.10 XITASAN ROAD,CHENGXI AREA",1B20,1,Товары для дома и кухни,,,https://www.ksise.cn/,sales@ksise.cn,+1(375)897-9636,https://online.gefera.ru/info/ICF26/catalog/986574ca-6982-9c6c-5fa4-56a936418f19/,986574ca-6982-9c6c-5fa4-56a936418f19,"Бренд «Jinsaozi» ведет свою историю с 2004 года и представляет собой современное высокотехнологичное предприятие, объединяющее выпуск кухонной посуды и кухонных принадлежностей. Компания сформировала современную структуру управления и конкурентоспособный масштаб производства, а ее база расположена в городе Юнкан, известном как «Столица китайской кухонной утвари». Предприятие оснащено передовым оборудованием и применяет новейшие технологии, доступные на внутреннем и международном рынках.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,8f965deba5dda2c819c0bd40a80d6ed329d24d6d4938ac76fccdd22890b68546,source/detail_pages/detail_986574ca-6982-9c6c-5fa4-56a936418f19.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG JINZHENG HOME SUPPLIES CO., LTD",Zhejiang Jinzheng Home Supplies,товары для дома и кухни,Китай,Москва,"Китай, HANGZHOU, Room 802, Building 11, Bo Ao Hua Chen Li, Chengxiang Street, Xiaoshan District, Hangzhou City, Zhejiang Province",1C01,1,Товары для дома и кухни,,,,sales@shang-run.com,,https://online.gefera.ru/info/ICF26/catalog/be6ec99c-f7c6-b982-18f4-4fd1ac92b8ed/,be6ec99c-f7c6-b982-18f4-4fd1ac92b8ed,"In order to serve our clients better，we set up a new export company——ZHEJIANG JINZHENG HOME SUPPLIES CO.,LTD. Which is the export trade department of Shangrun handicrafts company. ShangRun Handicraft is the industrial belt of wood products in China. As one of the leading manufacturers of wood products in China, we have 20 years of experience in manufacturing and exporting. 1、Highly Efficient Response We Have Our Own Independent Product Designers Who Can Provide Corresponding Product Drawings According To Customers' Needs In A Short Time; We Have Special Sample Makers Who Can Implement Product Samples Quickly 2、Rich Practical Experience By Now, We Have Our Own Independent Production Plant With Over 20 Years Of Production Experience 3、Perfect Quality Control We Own Professional Quality Management And Process Inspecion Team 4、Professional Team With Over 500 Highly Skilled Employees, Including 30 Professional Technicians And 10 Designers, We Can Provide Finishing Solutions For Painting, Bleaching, Burnishing And Antiquing",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,32605a7661336fe33a7b86ec34961841a7f7aa93a2e06c298d0bebd9a62bff54,source/detail_pages/detail_be6ec99c-f7c6-b982-18f4-4fd1ac92b8ed.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG LANYA TECHNOLOGY CO., LTD",Zhejiang Lanya Technology,товары для дома и кухни,Китай,Москва,"Китай, 321404, город Лишуй провинции Чжэцзян, Числовой 22, улица Шаньянь, промышленный парк Лицзинь, город Хучжэнь, уезд Цзиньюнь, город Лишуй, провинция Чжэцзян",1B17,1,Товары для дома и кухни,,GIYOCA COOK,http://www.lanya58.com,sales8@lanya58.com,+86(152)1472-9868,https://online.gefera.ru/info/ICF26/catalog/db2ceaf7-ef51-380e-6540-83dc8165abdf/,db2ceaf7-ef51-380e-6540-83dc8165abdf,"Компания «Zhejiang Lanya Technology» — современный производитель алюминиевой посуды с антипригарным покрытием, включая сковороды, сотейники, кастрюли для супа и молочные ковши. Предприятие объединяет разработку дизайна, проектирование, выпуск, сбыт и сервис, опираясь на прочную экономическую базу, передовые технологии, надежное качество и научный менеджмент. Завод занимает 25 000 квадратных метров территории при 50 000 квадратных метров цехов, штат насчитывает более 300 сотрудников, а производство оснащено автоматическими линиями по изготовлению алюминиевой посуды, окрасочным комплексом и упаковочным оборудованием. Организация имеет сертификаты ISO9001, LFGB и SGS. Ежедневный объем выпуска достигает 50 000 единиц, годовая мощность — 15 миллионов кастрюль, а новая комбинация физического и покрытийного антипригарного слоя делает посуду устойчивой к механическому воздействию. Продукция поставляется на онлайн-платформы и в офлайн-розницу, экспортируется в Европу, Америку, Юго-Восточную Азию, на Ближний Восток, в Африку и более чем в 100 стран мира. Придерживаясь концепции «качество и сервис на первом месте» и стратегии «креативность, действие, сила влияния», компания предлагает заказчи",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,fcd292b016125a208cca8d83df09be472c48b7c9c3ca0af8f585999b9a76ef4a,source/detail_pages/detail_db2ceaf7-ef51-380e-6540-83dc8165abdf.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG LATIM KITCHENWARE CO., LTD",Zhejiang Latim Kitchenware,товары для дома и кухни,Китай,Москва,"Россия, 321300, YONGKANG, NO.666 WENGBU VILLAGE,JIANGNAN STREET",1D26,1,Товары для дома и кухни,,,https://www.latim.cn/index.html,rick@nanlong.com,+1(865)795-9899,https://online.gefera.ru/info/ICF26/catalog/21c924b9-ae09-c487-0662-7dced9b9f3c0/,21c924b9-ae09-c487-0662-7dced9b9f3c0,"«Latim Letai» — бренд высококлассной литой посуды с цельным антипригарным покрытием. В 2020 году команда, более двадцати лет обслуживавшая ведущие мировые кухонные марки, вывела на рынок самостоятельный отечественный проект — «Letai Latim».",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,01c9927ccaae9e1cce7abcef12dc7761ed2961b47dfca8499fbad17abccc63d4,source/detail_pages/detail_21c924b9-ae09-c487-0662-7dced9b9f3c0.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG MERCI KITCHENWARE CO., LTD",Zhejiang Merci Kitchenware,товары для дома и кухни,Китай,Москва,"Китай, YONGKANG, 14th Floor, Jinyun Building, Headquarters Center, Yongkang City, Zhejiang Province",1C13,1,Товары для дома и кухни,,,http://www.cnmercihome.com,,,https://online.gefera.ru/info/ICF26/catalog/a5819d09-2b35-2c04-b3c9-76bfe761ce04/,a5819d09-2b35-2c04-b3c9-76bfe761ce04,"Компания «Zhejiang Merci Kitchenware» — производитель и экспортер алюминиевой и трехслойной посуды. Завод организации расположен в городе Юнкан, крупнейшей в мире производственной базе алюминиевой кухонной утвари. Цель предприятия — создавать креативные изделия по конкурентным ценам под строгим контролем качества. Фирма позиционирует себя не просто как поставщик, а как надежный партнер, помогающий клиентам расширять рынок. В основе делового подхода лежит принцип «сначала люди, потом бизнес». Компания вкладывает душу в свою работу и верит, что совместный успех неизбежен.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,d3edece669fd925dd46c2959af2af5cb05304fa790a47968789e6ab0f78bebe8,source/detail_pages/detail_a5819d09-2b35-2c04-b3c9-76bfe761ce04.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG SHENGLU KITCHENWARE CO., LTD",Zhejiang Shenglu Kitchenware,"бытовая техника и электроника, товары для дома и кухни",Китай,Москва,"Китай, LANXI, No. 252, Yanzhou Road, Lanxi Economic Development Zone, Zhejiang Province, China",1A42,1,Бытовая техника и электроника; Товары для дома и кухни,,,,sl3@zjshenglu.com,+86(579)__88131877__-___,https://online.gefera.ru/info/ICF26/catalog/ab824359-9f59-dbb5-f419-aaceb5e9a2cd/,ab824359-9f59-dbb5-f419-aaceb5e9a2cd,"Компания «Zhejiang Shenglu Kitchenware» — профессиональный производитель алюминиевой литой кухонной посуды и кофейных принадлежностей в провинции Чжэцзян. Основу ассортимента организации составляют мока-кофеварки, кофеварки, посуда из сплавов и кухонное оборудование для гостиничного сектора. Предприятие поддерживает OEM и ODM кастомизацию. Обладая богатым экспортным опытом, фирма поставляет высококачественную кухонную утварь клиентам по всему миру и приглашает к сотрудничеству.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,037d4545d3dcb1ba7219c02fdeb421ff94d37d3b1d9f57396a2bdcaebfa86b4b,source/detail_pages/detail_ab824359-9f59-dbb5-f419-aaceb5e9a2cd.html
China Commodity Fair 2026,25–27 августа 2026,"ZHEJIANG ZIRAN HOUSEWARE CO., LTD",Zhejiang Ziran Houseware,товары для дома и кухни,Китай,Москва,"Китай, YIWU, Yidong Industrial Zone, Nian Sanli Subdistrict, Yiwu City, Zhejiang Province, China",1C46,1,Товары для дома и кухни,,,http://zjziran.com,,,https://online.gefera.ru/info/ICF26/catalog/394cb1e8-cf52-3f8b-0d15-23200942c8fe/,394cb1e8-cf52-3f8b-0d15-23200942c8fe,"Компания «ZHEJIANG ZIRAN HOUSEWARES» специализируется на выпуске и продаже плейсматов с 2008 года, а в 2010-м обновила формат и вывела на рынок собственный бренд. Опираясь на принцип «качество, низкая цена, партнерство и обоюдный выигрыш», фирма наладила связи с ведущими поставщиками гостиничного оснащения по всему Китаю. Удобная логистика города Иу позволила организовать мелкооптовые отгрузки с быстрым оформлением заявок, а богатый склад и моментальная доставка помогли закрепиться в отечественном сегменте общепита. В 2018 году предприятие перешло в статус плательщика НДС и начало осваивать зарубежные рынки. Сейчас изделия экспортируются прежде всего в США, Европу, на Ближний Восток, в Юго-Восточную Азию и отдельные страны Африки.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,9aa6a59479d7022e9bda3b3fa833465694cf4bfb944771f211a1420df1be7a7a,source/detail_pages/detail_394cb1e8-cf52-3f8b-0d15-23200942c8fe.html
